"rank","title","growth..30.days.","price","X5.star.ratings","X4.star.ratings","X3.star.ratings","X2.star.ratings","X1.star.ratings","category_num2","int_installs"
28,"Dot n Beat - Magic Music Game",0,0,144623,14306,8681,4575,16953,9,1e+07
29,"Piano Games - Free Music Piano Challenge 2020",0.2,0,90329,17684,12946,9136,35708,9,1e+07
30,"Hop Ball 3D: Dancing Ball on the Music Tiles",2.1,0,102229,15653,10302,6655,24391,9,5e+07
31,"Beat Craft",1,0,112496,21245,9078,3736,10453,9,5e+06
32,"Give It Up! - Jump to the Beat, Follow the Music!",0,0,103071,19294,9930,4126,14543,9,5e+06
33,"One More Line",0,0,85791,23965,13835,7282,18770,9,5e+06
34,"Tap Tap Music-Pop Songs",0.2,0,96074,12564,7795,5416,16616,9,1e+07
35,"SongPop 2 - Guess The Song",0.2,0,74593,19075,13053,8279,23030,9,5e+06
36,"My Singing Monsters: Dawn of Fire",0.5,0,101443,13994,5559,2315,6068,9,1e+06
38,"バンドリ！ ガールズバンドパーティ！",0.8,0,88931,16859,7224,3347,9665,9,1e+06
40,"Dot n Beat - Test your hand speed",0.9,0,74005,13612,10826,6381,18566,9,1e+07
41,"Piano Magic Tiles Hot song - Free Piano Game",3.5,0,89710,10233,5935,2948,8625,9,1e+07
43,"Helix Crush",1.1,0,75413,10457,6898,4794,14933,9,1e+07
44,"Piano Solo - Magic Dream tiles game 4",0.2,0,59237,12422,9924,6791,24042,9,1e+07
45,"Magic Twist: Twister Music Ball Game",0.7,0,76944,9972,6905,3977,12850,9,1e+07
46,"Cytus II",1,1.99,86420,12246,4534,1999,4484,9,1e+06
47,"Just Dance Controller",0.8,0,58503,11196,7407,5028,24753,9,1e+07
48,"VOEZ",0.4,0,68238,16437,8053,3847,10092,9,1e+06
49,"ラブライブ！スクールアイドルフェスティバル（スクフェス） - 大人気リズムゲーム",0,0,73633,12237,6638,3819,9557,9,1e+06
50,"Au Mobile VTC – Game nhảy Audition",0.1,0,44324,6906,6996,5536,40117,9,5e+06
51,"UniPad",0.1,0,66375,10573,6733,3431,14863,9,5e+06
52,"TunesHolic",0,0,67064,18868,6799,2159,4209,9,1e+06
53,"BanG Dream! Girls Band Party!",2.1,0,77442,10054,3814,1797,4752,9,1e+06
55,"Drum set",0,0,64373,12251,8926,3554,8227,9,1e+07
56,"Piano Magic Tiles Pop Music 2",2.4,0,61225,9038,5761,3645,12366,9,1e+07
57,"Piano Master 2",0,0,56157,12078,6433,3226,8811,9,1e+07
58,"SuperStar JYPNATION",2,0,57200,10366,5288,2958,8677,9,1e+06
59,"Piano - Play & Learn Music",2.2,0,51746,6528,5222,3986,16514,9,1e+07
61,"Piano Games Mini: Music Instrument & Rhythm",1,0,59728,6698,4096,2492,8801,9,1e+07
62,"LIT killah: The Game",2,0,61861,7048,2761,1702,5731,9,1e+06
63,"Rock vs Guitar Legends 2017 HD",0.1,0,37310,8913,10270,2974,11548,9,5e+06
64,"Love Live! School idol festival - 音樂節奏遊戲",0,0,51360,7677,4178,1849,5947,9,1e+06
65,"Beat Bop: Pop Star Clicker",0.1,0,51188,9066,5367,1039,2478,9,1e+05
66,"Don't Forget the Lyrics",1.6,0,39263,11047,6480,3409,7089,9,5e+06
67,"アイドルマスター シンデレラガールズ スターライトステージ",0.2,0,44927,8420,4334,2077,5213,9,1e+06
68,"6ix9ine Runner",2.3,0,52372,4367,1969,1074,4865,9,5e+06
69,"Drum kit (Drums) free",0.1,0,38339,6594,5467,2404,7971,9,1e+07
71,"Tebak Lagu Indonesia",0,0,31299,9252,9671,2455,4291,9,1e+06
72,"Lost in Harmony",0.2,0,45276,5129,2099,1069,2359,9,1e+06
73,"SHOW BY ROCK!![爽快音ゲー ショウバイロック］",0,0,30665,15762,5483,1748,1718,9,5e+05
74,"Beat Racer",0.3,0,34534,7296,4717,1929,6277,9,1e+06
75,"Real Piano Teacher 2",1,0,36769,7367,4612,1807,3973,9,1e+06
76,"AyoDance Mobile",0.2,0,28645,3748,4107,2861,14257,9,1e+06
78,"Rock Hero 2",0.3,0,31400,6733,3766,2287,8451,9,5e+06
79,"Popscene (Music Industry Sim)",0.5,0,27071,6485,5016,3357,10602,9,1e+06
80,"Beat Jumper: EDM up!",2.7,0,36346,5533,3525,1648,4454,9,1e+07
81,"BeatEVO YG",0,0,22571,4851,4981,4751,12928,9,1e+06
82,"PianoTiles 3",3.7,0,26346,5156,3451,2760,9820,9,5e+06
83,"FaceDance Challenge!",0,0,31983,5204,3240,1166,5822,9,1e+06
84,"アイドリッシュセブン",0.2,0,37904,5010,1980,780,1430,9,5e+05
86,"Mini Piano",0,0,22296,4339,4409,2816,11148,9,5e+06
88,"SuperStar YG",3.3,0,32787,4295,2074,1183,3052,9,5e+05
89,"YASUHATI / With your voice!",0.2,0,28794,4600,3320,1570,5010,9,5e+06
90,"AVATAR MUSIK INDONESIA - Social Dancing Game",0.2,0,25097,2845,2505,1996,10831,9,1e+06
91,"Happy Piano - Touch Music",0.1,0,31760,3990,2750,1070,3140,9,1e+06
92,"더뮤지션",0.2,0,29027,5989,3044,1137,3393,9,1e+06
93,"Beat Shooter",1.3,0,31522,3064,2036,1107,3993,9,5e+06
95,"Piano",0,0,24854,3647,3467,1878,7025,9,5e+06
96,"Viet Piano Tiles New 2020",0.9,0,31138,4108,1699,719,2718,9,1e+06
97,"Anime Tiles: Piano Music",3.4,0,22255,6109,4046,2192,5770,9,1e+06
98,"Project: Muse",1.2,0,25051,6799,3638,1779,2982,9,1e+06
99,"Pink Piano",2.2,0,25454,2674,2309,1579,6721,9,1e+07
14,"ضربة معلم - لعبة الغاز مسلية",1.7,0,1378829,98456,66575,30993,79269,10,1e+07
17,"Block Puzzle Jewel",1.1,0,1035047,188494,105546,49744,141296,10,1e+08
18,"Flow Free",0.4,0,1015017,193879,90394,40346,103853,10,1e+08
19,"Sand Balls - Puzzle Game",0.8,0,931644,146807,90978,54092,154298,10,1e+08
21,"Escape Titanic",0,0,981074,108621,62945,22538,89934,10,1e+07
22,"Bad Piggies",0.1,0,905567,130712,70563,25025,97407,10,5e+07
24,"Manor Cafe",1.3,0,884715,176502,68220,18276,40100,10,1e+07
26,"Bubble Shooter: Panda Pop!",0.3,0,875306,158160,54566,19406,47329,10,5e+07
27,"Merge Dragons!",1.5,0,789937,207296,67673,20953,48942,10,1e+07
28,"Cut the Rope: Time Travel",0.1,0,886434,115909,44028,13906,48293,10,5e+07
29,"Cookie Jam™ Match 3 Games | Connect 3 or More",0.4,0,784933,192695,59435,19539,38139,10,5e+07
30,"Jellipop Match-Decorate your dream island！",0,0,748309,135461,64518,25985,63499,10,1e+07
31,"Lily’s Garden",2.4,0,819617,113083,42295,16515,31858,10,1e+07
32,"애니팡2",0,0,515548,199202,118459,46506,120671,10,1e+07
33,"Indy Cat for VK",0,0,932203,35588,10645,5257,15464,10,5e+06
34,"Jigsaw Puzzles - Puzzle Game",2.3,0,695075,200702,60926,12341,22205,10,1e+07
35,"Can You Escape",0,0,611953,208644,82458,17866,54419,10,1e+07
36,"Happy Glass",0.9,0,564328,100147,79178,51830,156923,10,1e+08
37,"Tower of Saviors",0.2,0,617587,100653,47816,20748,150509,10,1e+07
38,"Shoot Bubble Deluxe",0,0,691288,101760,57007,19062,54818,10,1e+08
39,"Two Dots",1.2,0,624787,163218,54136,20919,55761,10,1e+07
40,"Pirate Treasures - Gems Puzzle",0.4,0,673470,95439,35498,17679,57263,10,5e+07
41,"Bad Piggies HD",0.2,0,581915,95754,56465,24098,77288,10,5e+07
42,"Doodle Alchemy",0.3,0,631387,107975,42912,12124,22160,10,1e+07
43,"Escape game : 50 rooms 1",1.4,0,500284,120358,55863,18830,38826,10,1e+07
44,"∞ Infinity Loop ®",0.6,0,573111,92545,27398,9749,22598,10,1e+07
45,"Jigty Jigsaw Puzzles",0,0,601000,52795,26861,8913,31543,10,1e+07
46,"Unblock Me FREE",0,0,540526,78001,35403,12420,35023,10,5e+07
47,"Bubble Blast 2",0,0,458377,129816,50961,23169,36970,10,1e+07
48,"Mouse",0,0,463017,121000,48410,20015,32929,10,1e+07
49,"Unblock Ball - Block Puzzle",1.2,0,458526,89174,52942,21978,59075,10,1e+08
50,"Inside Out Thought Bubbles",0.1,0,501074,79875,36484,16782,38603,10,1e+07
51,"MonsterBusters: Match 3 Puzzle",0,0,535532,95459,22596,5112,10893,10,1e+07
52,"Love Balls",0.3,0,419206,77469,53294,30594,77538,10,1e+08
53,"LINE Bubble 2",0.3,0,389169,106789,68161,21437,55998,10,1e+07
54,"Mr Bullet - Spy Puzzles",1.2,0,428671,68956,43150,23603,70870,10,1e+08
56,"Magic Jigsaw Puzzles - Puzzle Games",2.6,0,497049,54452,18969,8531,22212,10,5e+07
57,"Mazes & More",0.9,0,400059,72587,43610,22579,60932,10,5e+07
58,"Brain Dots",0.1,0,371580,90333,45956,22068,68714,10,1e+07
59,"Matches Puzzle Game",0.1,0,410616,105829,40728,11222,25611,10,1e+07
60,"パズル＆ドラゴンズ(Puzzle & Dragons)",0.2,0,333244,78647,55840,26658,98560,10,1e+07
61,"Sudoku",0.1,0,457223,106444,10094,2599,6537,10,1e+07
62,"Marble Legend",0,0,383781,73625,55331,16114,42665,10,5e+07
63,"Hello Stars",0,0,420682,43023,30836,18829,57317,10,5e+07
64,"Wood Block Puzzle",0.2,0,428758,45640,29153,15509,44852,10,5e+07
65,"Block! Hexa Puzzle™",0.1,0,299841,90904,48993,28856,77659,10,5e+07
66,"Cut the Rope: Experiments",0,0,387813,56164,34373,15345,46216,10,5e+07
67,"Easy Game - Brain Test and Tricky Mind Puzzles",1.4,0,373677,70033,32440,15023,42518,10,1e+07
68,"Sweet Fruit Candy",1.3,0,372984,71504,36755,13356,35048,10,5e+07
69,"Escape the Mansion",0.1,0,374105,91654,41359,8185,13133,10,5e+06
70,"House Paint",0.4,0,336745,70234,45347,23697,49983,10,5e+07
71,"Dig This!",0.6,0,363484,69997,23906,14312,43493,10,5e+07
72,"Gummy Drop! Match to restore and build cities",0.2,0,336981,78715,33974,15571,44461,10,1e+07
74,"Maleficent Free Fall",0.2,0,382395,66961,24482,7474,20894,10,1e+07
75,"Gemmy Lands: New Match 3 Games 2021 to Crush Gems",0.3,0,398852,54696,20408,6689,19230,10,1e+07
76,"Find The Differences - The Detective",0,0,324961,38052,31538,22686,73987,10,5e+07
77,"Brain It On! - Physics Puzzles",0.1,0,319778,82382,31983,16976,39547,10,5e+07
79,"Troll Face Quest: Video Memes - Brain Game",0.2,0,336258,44030,31086,16592,56344,10,1e+07
80,"Disney Emoji Blitz",0.8,0,319307,77522,33484,16154,36254,10,1e+07
82,"Cut the Rope: Magic",0.1,0,346659,60539,26549,9983,25602,10,1e+07
83,"Energy: Anti Stress Loops",2.5,0,387141,56288,12483,4256,7899,10,1e+07
84,"1010! Block Puzzle Game",0.1,0,331318,64154,29703,11363,29423,10,1e+07
85,"Sudoku",0.3,0,374402,63693,10018,3419,7999,10,1e+07
86,"That Level Again",0.4,0,378921,42669,15079,6025,16578,10,1e+07
87,"Crazy Kitchen: Match 3 Puzzles",0,0,398876,37883,11929,3112,7271,10,1e+07
89,"Train Taxi",0.7,0,290753,57145,41615,22136,47137,10,5e+07
90,"Tebak Gambar",0.2,0,309566,44130,31546,17392,48638,10,1e+07
91,"Build a Bridge!",0.5,0,279586,63661,37424,18327,47231,10,1e+07
92,"PixWords™",0.1,0,354726,53694,15750,4794,11396,10,1e+07
93,"Skillz - Logic Brain Games",0.3,0,283219,81609,28258,12750,31746,10,1e+07
95,"LINE PokoPoko - Play with POKOTA! Free puzzler!",0.3,0,156215,90459,72831,26153,63826,10,1e+07
96,"Block Puzzle & Conquer",0,0,262517,91518,27172,6488,15063,10,1e+07
97,"Blockudoku® - Block Puzzle Game",1.8,0,258112,77409,33265,8232,17871,10,1e+07
98,"Rescue Cut - Rope Puzzle",3.4,0,263993,33364,23832,16687,51355,10,1e+08
99,"디즈니 틀린그림찾기",0,0,233094,94172,40694,5921,10475,10,1e+06
19,"Earn to Die 2",0.4,0,1250993,217721,110133,47729,140023,11,1e+08
20,"GT Racing 2: The Real Car Exp",0.1,0,1283424,195505,91634,42138,151657,11,1e+07
21,"Asphalt Nitro",0.6,0,1134818,182498,91764,41597,147380,11,5e+07
22,"City Racing 3D",0,0,1144870,154841,101627,34562,118378,11,5e+07
23,"Nitro Nation Drag & Drift Car Racing",0.5,0,1145978,182946,63576,25434,83665,11,1e+07
24,"Racing Fever",0,0,1103057,147913,89765,33733,95592,11,5e+07
25,"Drive Ahead!",0.9,0,995071,128217,81450,48044,183416,11,5e+07
26,"Street Racing 3D",1.6,0,985581,155580,80239,39673,135312,11,1e+08
27,"Drift Max Pro - Car Drifting Game with Racing Cars",2.4,0,1085380,124746,59412,24711,67189,11,5e+07
28,"Driving School 2016",0.3,0,980739,139016,74260,34224,128632,11,5e+07
29,"Racing in Car",0.1,0,882179,140724,108728,37152,126825,11,5e+07
30,"Drift هجولة",1.1,0,955582,57956,38311,29237,115045,11,1e+07
31,"Trials Frontier",0,0,766927,142855,71542,32533,104666,11,1e+07
32,"Bike Racing 3D",0.3,0,735070,104078,76513,44104,143009,11,1e+08
33,"CarX Drift Racing",0.2,0,854689,96820,44328,21320,78554,11,1e+07
34,"CSR Classics",0,0,698783,102210,38544,12825,46785,11,1e+07
35,"BMX Boy",0.2,0,654219,73463,50827,24924,88657,11,5e+07
36,"Racing Moto",0.3,0,601429,77202,54428,31863,112192,11,1e+08
37,"Demolition Derby 2",1.8,0,710761,70913,30344,13566,40718,11,1e+07
38,"Top Speed: Drag & Fast Racing",0.5,0,675964,70308,30882,13917,49876,11,1e+07
39,"Turbo Stars",2.4,0,621058,72494,40399,19191,60550,11,5e+07
40,"Real Bike Racing",3.1,0,539850,67137,49703,30873,113194,11,1e+08
41,"Trial Xtreme 4: Extreme Bike Racing Champions",0.2,0,458839,86710,52508,28653,106416,11,5e+07
43,"Dr. Parking 4",0.7,0,484521,68171,46819,28077,87680,11,1e+08
44,"Moto Rider GO: Highway Traffic",0.9,0,474651,96190,39808,20229,63314,11,1e+08
45,"Uphill Rush Water Park Racing",0.5,0,480292,55112,39190,26213,90280,11,1e+08
46,"Dr. Driving 2",0.7,0,473468,73783,45676,23297,69883,11,5e+07
47,"Racing in Car 2",2.6,0,448291,58793,43441,30971,103855,11,1e+08
48,"Asphalt Xtreme: Rally Racing",0.4,0,445396,79313,39681,20829,92724,11,1e+07
49,"Beach Buggy Blitz",0.1,0,472497,66341,40741,16780,68997,11,5e+07
50,"Turbo Driving Racing 3D",0.6,0,449266,51978,36555,22686,83771,11,5e+07
51,"City Racing Lite",0,0,482380,56069,42039,12283,37668,11,1e+07
52,"Driving School 2017",0.5,0,454155,67146,32813,16386,59422,11,1e+07
53,"Earn to Die Lite",0.1,0,434429,43450,29759,16697,85533,11,1e+07
54,"MotoGP Racing '20",0.7,0,393372,95095,51869,19200,49885,11,1e+07
55,"Rally Racer Dirt",0.1,0,393761,73593,39148,17327,51641,11,5e+07
56,"Garena Speed Drifters",0.5,0,377043,51802,33968,18822,89357,11,1e+07
57,"School Driving 3D",0,0,414532,60843,36278,12362,42839,11,1e+07
58,"Real Drift Car Racing Lite",0.1,0,381140,52953,30070,10827,37419,11,1e+07
60,"F1 Manager",2.7,0,302447,114009,44387,13970,30955,11,5e+06
61,"Ultimate Car Driving Simulator",3.4,0,337383,44126,26013,16140,56869,11,5e+07
63,"Crazy for Speed",0.3,0,332451,39863,28721,15304,46991,11,1e+07
64,"Mad Skills Motocross 2",0.2,0,320212,50712,28898,14009,49073,11,1e+07
65,"Drive for Speed: Simulator",1.7,0,336699,37855,23690,13194,49280,11,1e+08
66,"Real City Car Driver",0.3,0,285993,28148,27839,16482,83279,11,5e+07
67,"Bike Mayhem Free",0.4,0,291497,44845,28301,15304,51008,11,1e+07
68,"Highway Rider Motorcycle Racer",0,0,308843,37724,23574,10133,49776,11,1e+07
70,"Blocky Roads",0,0,318636,42682,23672,8476,32478,11,1e+07
71,"Road Riot",0.1,0,344144,24297,18904,8248,27472,11,1e+07
72,"Crash of Cars",0.5,0,284293,48836,26450,13869,41437,11,1e+07
73,"Real Racing 3",0.2,0,294296,54246,19382,10440,31958,11,1e+07
74,"Derby Destruction Simulator",0.2,0,320084,34079,17379,7821,25509,11,1e+07
75,"SUP Multiplayer Racing",1.3,0,283916,33861,21514,12874,46686,11,1e+07
76,"Beach Buggy Racing 2",3.2,0,281252,39418,19495,10795,39438,11,1e+07
77,"Boomerang Make and Race - Scooby-Doo Racing Game",0.6,0,274839,27177,18307,12764,43657,11,5e+07
78,"KartRider Rush+",2.7,0,222374,41137,27891,14185,69125,11,1e+07
79,"Offroad Legends - Monster Truck Trials",0.1,0,244679,42177,25665,10302,27153,11,1e+07
82,"Traffic Tour",2.1,0,221961,27883,19822,12349,54303,11,1e+07
83,"Moto Wheelie",0.1,0,282222,18054,10914,5078,17287,11,5e+06
84,"Mountain Climb 4x4 : Offroad Car Drive",0.4,0,217200,28806,19493,14099,47691,11,5e+07
85,"Zombie Squad",0.1,0,219754,34236,21833,9379,29691,11,1e+07
87,"Toy Truck Rally 3D",0,0,229611,23950,20203,7653,28306,11,5e+07
88,"Crazy for Speed 2",0.7,0,237772,23951,14362,6841,24350,11,1e+07
89,"Truck Driver Cargo",0.3,0,191146,23914,18985,12697,59256,11,1e+07
90,"Top Drives – Car Cards Racing",1.8,0,221499,30240,12197,6830,23309,11,1e+07
91,"Smash Cops Heat",0,0,220616,31054,14868,6476,20417,11,1e+07
92,"Race the Traffic",0.1,0,186128,27123,24989,13711,40895,11,5e+07
94,"Racing Limits",1.4,0,207040,27639,15989,9117,30529,11,5e+07
95,"Smash Bandits Racing",0.1,0,206427,38776,17350,7251,19987,11,1e+07
96,"🚓🚦Car Driving School Simulator 🚕🚸",1,0,200630,37145,16942,8252,25552,11,1e+07
97,"Redline Rush: Police Chase Racing",0,0,210515,32429,18238,8364,18748,11,1e+07
98,"Monster Truck Destruction™",0.3,0,198878,26753,17006,8827,32176,11,1e+07
99,"Stickman Downhill Motocross",0,0,206153,35762,17861,5464,17841,11,1e+07
100,"MMX Hill Dash",0.1,0,201849,41483,14890,5556,18987,11,1e+07
11,"Darkness Rises",0.6,0,1072932,194462,70817,28636,91928,12,1e+07
13,"Tap Titans",0,0,1207169,67472,25539,9616,35085,12,1e+07
14,"RAID: Shadow Legends",2.8,0,898437,173883,61375,37136,139701,12,1e+07
17,"Magic Rush: Heroes",0.1,0,817920,126139,56307,24562,104314,12,1e+07
19,"Idle Heroes",1,0,711091,75560,29620,14436,63706,12,1e+07
20,"RPG Toram Online - MMORPG",1,0,661686,125484,46507,15306,44392,12,1e+07
21,"Shakes and Fidget",0.6,0,689105,143328,31599,8349,16529,12,5e+06
22,"Kritika: The White Knights",0,0,614942,107557,53384,23680,80151,12,1e+07
23,"Tap Titans 2: Heroes Attack Titans. Clicker on!",1.3,0,680760,115190,37602,9941,24240,12,1e+07
24,"FINAL FANTASY BRAVE EXVIUS",0.2,0,527834,132491,51164,25182,86344,12,1e+07
25,"Dungeon Hunter 5 – Action RPG",0,0,452458,95918,54237,30113,131360,12,1e+07
26,"The Wolf",1.7,0,538267,91877,37358,16845,48716,12,1e+07
27,"Brave Frontier",0.1,0,518701,100187,40822,18492,53380,12,1e+07
28,"ONE PIECE TREASURE CRUISE",0.7,0,490535,98976,30166,11075,42411,12,5e+06
29,"School of Dragons",0.4,0,435584,76096,44371,24027,79779,12,1e+07
30,"Super Stylist - Dress Up & Style Fashion Guru",3.2,0,415341,80209,41936,21261,56309,12,5e+07
31,"Battle Camp - Monster Catching",0,0,413381,54904,36413,16685,90968,12,1e+07
32,"Mobile Legends: Adventure",2.8,0,482059,64562,19124,8204,32848,12,1e+07
33,"The Walking Dead: Road to Survival",0.3,0,371359,86962,41706,22313,80321,12,1e+07
34,"International Fashion Stylist - Dress Up Studio",3,0,434223,73495,35647,15379,42287,12,1e+07
35,"My Candy Love - Episode / Otome game",0.2,0,368968,82889,44593,22132,73931,12,1e+07
36,"Day R Survival – Apocalypse, Lone Survivor and RPG",0.9,0,437905,75187,24549,12849,33928,12,1e+07
37,"Don't get fired!",0.7,0,368450,95209,40128,15092,42114,12,5e+06
38,"Dragon Village",0.1,0,408426,51219,33933,13281,51119,12,5e+06
39,"Inotia 4",0.1,0,395376,92349,34466,9098,26387,12,5e+06
40,"LifeAfter",2.6,0,376330,32939,27685,18898,93714,12,1e+07
41,"MARVEL Strike Force - Squad RPG",2.1,0,286540,75309,38217,46234,89388,12,1e+07
42,"Age of Warring Empire",0,0,345199,79203,36302,14363,49438,12,1e+07
43,"레이븐 : LEGION",0.1,0,325098,79717,38069,14732,62237,12,5e+06
44,"Crusaders Quest",0.1,0,394272,59478,21340,8264,32579,12,5e+06
45,"Galaxy Legend - Cosmic Conquest Sci-Fi Game",0,0,317140,65184,37777,15167,78882,12,1e+07
46,"Game of Sultans",1.1,0,295070,54216,36963,22038,96115,12,1e+07
47,"School of Chaos Online MMORPG",0.3,0,333980,35511,25453,18255,88029,12,1e+07
48,"Operate Now: Hospital - Surgery Simulator Game",0.3,0,284574,37945,34544,29367,113209,12,1e+07
49,"Heroes Charge",0.1,0,425997,18186,11837,7128,33704,12,1e+07
51,"My Bakery Empire - Bake, Decorate & Serve Cakes",2.7,0,342489,39379,26841,17272,61706,12,1e+08
52,"Ninja Turtles: Legends",1.2,0,359826,44683,22541,12439,44823,12,1e+07
53,"Order & Chaos Online 3D MMORPG",0,0,321908,49659,26027,13408,63447,12,5e+06
54,"Grim Soul: Dark Fantasy Survival",2,0,320973,76889,29167,12778,30125,12,1e+07
55,"Gachaverse (RPG & Anime Dress Up)",0.7,0,276126,47808,34422,21753,89303,12,1e+07
56,"Gymnastics Superstar - Spin your way to gold!",0.4,0,316930,50467,30028,16670,51492,12,5e+07
57,"Angry Birds Evolution 2021",0.2,0,317704,58750,28210,14445,46054,12,1e+07
58,"AVABEL ONLINE [Action MMORPG]",0.2,0,264212,79868,54932,16867,46353,12,1e+07
59,"Seven Knights",0.1,0,317991,44577,24907,15102,56002,12,1e+07
60,"The Seven Deadly Sins: Grand Cross",3.5,0,323588,46196,21070,10973,56037,12,1e+07
61,"DC Legends: Fight Superheroes",0.5,0,298948,53447,24286,15434,54097,12,1e+07
62,"Love Nikki-Dress UP Queen",0.6,0,270588,60255,26791,14584,55230,12,1e+07
64,"ONE PIECE トレジャークルーズ",0.1,0,238298,95746,55750,10819,18786,12,1e+06
65,"Monster Super League",0.5,0,282799,60134,21684,9106,30202,12,5e+06
66,"Magic Rampage",1.8,0,323804,42745,13972,5158,15805,12,1e+07
67,"Monster High™ Beauty Shop: Fangtastic Fashion Game",2.3,0,269917,46353,25781,15223,43312,12,1e+07
68,"Arcane Legends MMO-Action RPG",0,0,272948,44010,26048,11484,43890,12,1e+07
69,"BLOCK STORY",0.1,0,284184,46862,22881,9182,29496,12,1e+07
70,"グランブルーファンタジー",0,0,195925,104411,60059,10828,19796,12,1e+06
71,"Age of Magic: Turn-Based Magic RPG & Strategy Game",1,0,290064,43165,17052,9120,29974,12,5e+06
72,"Vampire's Fall: Origins RPG",2.4,0,290167,64286,17766,5138,11817,12,5e+06
73,"Pocket Troops: Strategy RPG",0.1,0,269576,48192,18205,9375,36957,12,1e+07
74,"Pokémon Masters EX",2.2,0,245027,50665,23299,12378,49564,12,1e+07
75,"ZENONIA® 5",0,0,265737,49292,22536,8318,34994,12,1e+07
76,"Heroes of Camelot",0,0,227683,52484,24488,13868,53244,12,5e+06
77,"WWE Champions 2021",0.4,0,212711,37580,26435,17177,77218,12,1e+07
78,"Assassin's Creed Rebellion: Adventure RPG",0.4,0,238596,60578,26473,12932,30568,12,5e+06
79,"Guardian Hunter: SuperBrawlRPG [Online]",0,0,249473,56087,24885,9065,26668,12,1e+06
80,"Questland: Turn Based RPG",2.6,0,316322,29431,7695,2818,8094,12,1e+06
81,"Black Desert Mobile",1.9,0,236472,42503,20882,12028,48492,12,1e+07
82,"Fashion Empire - Dressup Boutique Sim",0.3,0,225185,33782,22998,15652,61808,12,1e+07
83,"Postknight",1,0,296919,34870,11822,3987,6998,12,5e+06
84,"MARVEL Puzzle Quest: Join the Super Hero Battle!",0.3,0,220377,57509,24118,13168,34639,12,1e+07
85,"Ragnarok M: Eternal Love",3.4,0,239093,37683,16572,6086,31802,12,5e+06
87,"Ice Skating Ballerina - Dance Challenge Arena",0.4,0,216352,36278,22265,12368,38291,12,1e+07
89,"Wolvesville - Werewolf Online",1.5,0,230293,44455,15656,5913,21369,12,1e+07
90,"Guild of Heroes: Magic RPG | Wizard game",0.9,0,244928,27864,12327,7458,24054,12,5e+06
91,"Era of Celestials",0.1,0,218341,30095,17165,10341,40556,12,1e+07
92,"HonorBound RPG",0,0,232822,42504,15496,5361,15386,12,1e+06
93,"Hotel Hideaway: Virtual World",2.9,0,231932,26011,13902,8361,28393,12,5e+06
95,"Nonstop Knight - Offline Idle RPG Clicker",0.1,0,214414,39653,18916,8348,20676,12,5e+06
96,"리니지2 레볼루션",0,0,159647,45106,29604,12623,53962,12,5e+06
98,"FINAL FANTASY Record Keeper",0,0,139765,90397,40260,10035,17008,12,1e+06
99,"Decisions: Choose Your Interactive Love Story",3.2,0,195836,36696,23130,11455,30137,12,1e+07
100,"Epic Seven",1.4,0,201952,39325,15689,7752,31593,12,5e+06
10,"Bus Simulator Indonesia",2.8,0,1409418,141546,76562,43345,141847,13,5e+07
13,"Dragons: Rise of Berk",0.3,0,1095247,168839,78386,38848,125925,13,5e+07
16,"The Sims™ Mobile",1.4,0,876746,193857,102948,49538,143622,13,5e+07
17,"LINE BROWN FARM",0.1,0,890317,241086,115756,30238,82120,13,1e+07
18,"Fishing Clash",2.3,0,1084764,98243,35587,17455,62108,13,5e+07
19,"Cash, Inc. Money Clicker Game & Business Adventure",0.8,0,1020476,84508,44791,19334,53020,13,1e+07
20,"Vegas Crime Simulator",0.9,0,838441,84294,59640,42905,162595,13,1e+08
21,"Hooked Inc: Fisher Tycoon",1.3,0,865432,180755,84718,19565,36904,13,1e+07
24,"Euro Truck Evolution (Simulator)",0.6,0,710871,126433,77606,44549,151246,13,5e+07
25,"My Story: Choose Your Own Path",0.3,0,620225,164958,116433,56032,148644,13,1e+07
28,"Design Home: House Renovation",1.4,0,602531,214441,89303,44417,69285,13,5e+07
29,"Egg, Inc.",2.4,0,723826,186866,59318,15129,24129,13,1e+07
30,"The Sims™ FreePlay",0.2,0,653921,112635,65545,34291,134207,13,1e+07
32,"Block City Wars: Pixel Shooter with Battle Royale",0.2,0,632974,109571,69100,37585,143392,13,1e+07
33,"Paradise Island",0,0,631649,161085,82640,34408,67189,13,1e+07
34,"Kill Shot",0,0,629367,196151,78744,17126,44141,13,1e+07
35,"Happy Mall Story: Sim Game",0.4,0,721941,131666,51965,13852,27266,13,1e+07
36,"Clean Road",0.1,0,623396,98016,82079,36424,90192,13,5e+07
37,"Cooking Diary®: Best Tasty Restaurant & Cafe Game",1.6,0,693195,123661,44353,16973,32459,13,1e+07
38,"Farming Simulator 14",0.8,0,638623,72400,46145,29770,110388,13,1e+08
39,"Airport City",0.6,0,495658,136337,78707,40476,121610,13,1e+07
40,"From Zero to Hero: Cityman",2,0,710037,80057,39919,13296,29297,13,5e+06
42,"Klondike Adventures",3.5,0,647116,79736,38264,18788,48415,13,1e+07
43,"Cafeland - World Kitchen",1.5,0,578026,113072,52409,22562,53328,13,1e+07
44,"BitLife - Life Simulator",1.6,0,467935,143562,74783,36617,94246,13,1e+07
45,"Zombie Castaways",0.5,0,612472,105758,44061,14700,30589,13,1e+07
46,"Turbo Dismount™",0.3,0,508981,89230,52821,25681,82747,13,5e+07
