"rank","title","growth..30.days.","price","X5.star.ratings","X4.star.ratings","X3.star.ratings","X2.star.ratings","X1.star.ratings","category_num2","int_installs"
45,"Durak",0.1,0,146008,24164,8008,4179,19905,5,5e+06
46,"Spades Royale - Best Online Spades Card Games App",2,0,167188,13872,6881,3545,9787,5,1e+06
47,"Solitaire TriPeaks Journey - Free Card Game",2.4,0,150157,28419,11648,3113,5132,5,5e+06
48,"Scopa - Free Italian Card Game Online",1.1,0,115303,19763,10016,6767,35868,5,5e+06
50,"Mango Capsa Susun",0.2,0,97021,13857,10667,6218,46130,5,5e+06
51,"Microsoft Solitaire Collection",1.4,0,131365,20319,7452,4075,9839,5,5e+06
52,"Solitaire",0.2,0,135829,21802,6771,2217,5592,5,5e+06
52,"Solitaire",0.2,0,121654,32118,6419,1279,3109,5,5e+06
52,"Solitaire",0.2,0,120414,24300,4744,1166,2870,5,5e+06
53,"Soccer Spirits",0,0,112217,21021,10406,6267,20882,5,1e+06
54,"Solitaire",0,0,135829,21802,6771,2217,5592,5,5e+06
54,"Solitaire",0,0,121654,32118,6419,1279,3109,5,5e+06
54,"Solitaire",0,0,120414,24300,4744,1166,2870,5,5e+06
55,"Polskie Złote Zdrapki",0.1,0,123647,22528,8705,2558,5966,5,1e+06
56,"Belote.com - Free Belote Game",3.2,0,108705,32225,10481,3267,6844,5,1e+06
57,"Truco ZingPlay: Jogo de cartas online grátis",0.2,0,117610,10123,6545,3872,17131,5,1e+06
59,"Fairway Solitaire - Card Game",1,0,113812,23950,7325,2352,5132,5,5e+06
60,"Dummy Hero",0.1,0,102146,25728,12919,2965,7877,5,1e+06
61,"ไพ่แคง - มีดัมมี่ ป๊อกเด้ง ไฮโล เก้าเก",1.8,0,123486,9793,5810,2535,7327,5,5e+06
62,"Solitaire Collection",2.1,0,123397,16423,3836,1405,3358,5,5e+06
63,"Solitaire Free Game",1.9,0,134222,7688,2384,1132,2940,5,5e+06
64,"Reigns",0.1,2.99,108627,25330,5696,2743,4105,5,5e+05
65,"The Elder Scrolls: Legends",0.1,0,86241,19241,9740,5699,22478,5,1e+06
66,"Solitaire Classic",1.3,0,113139,19002,5459,1626,4012,5,5e+06
67,"Spider Solitaire",0.5,0,103974,22432,6574,1613,4811,5,1e+07
67,"Spider Solitaire",0.5,0,92957,20349,4987,1306,3760,5,1e+07
68,"Solitaire",1.8,0,111502,14062,5380,2108,5350,5,1e+07
69,"三國殺名將傳",0.2,0,91660,18580,10991,3630,11946,5,5e+05
70,"Rummy 45 - Remi Etalat",1.2,0,115261,11793,3907,1325,3957,5,1e+06
71,"Classic Solitaire",0.2,0,101860,25175,4034,1378,3475,5,1e+06
72,"Eredan Arena PVP",0,0,97334,11624,5407,3598,9645,5,1e+06
73,"뉴 한판 맞고 (데이터 필요없는 무료 고스톱)",0,0,76270,26367,12236,3600,9114,5,1e+06
74,"Descarte",0.3,0,82726,19790,9530,3686,10369,5,5e+06
75,"Spider Solitaire",1.2,0,103974,22432,6574,1613,4811,5,1e+07
75,"Spider Solitaire",1.2,0,92957,20349,4987,1306,3760,5,1e+07
76,"Pokémon TCG Online",1.3,0,83916,13702,6546,3118,11593,5,5e+06
77,"Texas Holdem Poker Pro",0,0,71102,19586,9803,2838,13411,5,5e+06
78,"애니팡 맞고",0.6,0,58449,17142,13257,6354,21037,5,1e+06
80,"大富豪BEST",0,0,63094,32072,11980,1960,4470,5,1e+06
81,"피망 섯다",0.2,0,75164,15699,7670,2802,11948,5,1e+06
82,"BlackJack 21 - Online Blackjack multiplayer casino",0.2,0,84000,12556,4172,2046,10380,5,5e+06
83,"Belote Multiplayer",1.6,0,63580,31441,10061,2034,4567,5,1e+06
84,"Batak HD - İnternetsiz Batak",0.3,0,67556,14098,8377,3165,14298,5,1e+07
85,"LG Smart Truco",0.2,0,68699,14918,7598,3874,10914,5,5e+06
86,"한게임 신맞고 : 대한민국 원조 고스톱",1,0,62320,14376,7997,3364,17531,5,1e+06
87,"Solitaire TriPeaks Adventure - Free Card Game",0.7,0,93175,6607,2388,1084,2258,5,1e+06
88,"Spider Solitaire",0.4,0,80062,17295,3387,1438,3317,5,5e+06
89,"Gin Rummy Free",0.2,0,66055,25439,6754,1688,3706,5,1e+06
90,"Mega Hit Poker: Texas Holdem",2.9,0,74275,13505,4405,1644,7465,5,1e+06
91,"Solitaire: Super Challenges",0.3,0,69721,20324,5572,1248,3735,5,1e+06
92,"Solitaire - Make Free Money & Play the Card Game",1.6,0,66082,14577,8338,2855,6875,5,1e+06
93,"Solitaire",0.5,0,65524,11878,5610,4452,10950,5,1e+07
93,"Solitaire",0.5,0,82855,7921,2670,1141,3146,5,1e+07
93,"Solitaire",0.5,0,78790,5954,1902,956,2425,5,1e+07
95,"Cribbage Classic",0.8,0,67982,20921,3342,1346,2145,5,1e+06
96,"Solitaire Tripeaks: Farm Adventure",2.1,0,70322,13475,5430,1726,3294,5,1e+06
97,"Tien Len - Southern Poker",0.1,0,66945,9827,9038,2059,6038,5,1e+07
98,"Otogi: Spirit Agents",0,0,59868,16329,6839,2379,6219,5,1e+06
99,"Epic Cards Battle(TCG)",0,0,56325,19524,8896,2109,3731,5,1e+06
3,"Teen Patti Gold – Indian Family Card Game",0.8,0,1185864,112435,46330,23783,130564,6,5e+07
4,"Teen Patti by Octro - Indian Poker Card Game",0.1,0,1080016,109806,68325,41191,188229,6,5e+07
5,"Coin Dozer: Sweepstakes",0.3,0,1103596,155813,83125,33116,100935,6,5e+07
6,"House of Fun: Free Casino Slots & Casino Games",0.6,0,1051216,176597,80629,28236,58482,6,1e+07
7,"Scatter Slots - Las Vegas Casino Game 777 Online",1.1,0,914805,201226,77522,14075,27551,6,1e+07
9,"Jackpot Party Casino Games: Spin FREE Casino Slots",0.9,0,658045,149715,51754,13672,34257,6,1e+07
10,"Cash Frenzy™ Casino – Free Slots Games",2,0,664863,75609,26264,10717,34047,6,1e+07
11,"myVEGAS Slots: Las Vegas Casino Games & Slots",0.1,0,555658,100193,37189,15356,40242,6,1e+07
12,"Huuuge Casino Slots - Best Slot Machines",0.7,0,525806,87637,42055,19254,73019,6,1e+07
13,"DoubleU Casino - Free Slots",0.7,0,454055,93991,47200,19253,41830,6,1e+07
14,"Jackpot Slot Machines - Slots Era™ Vegas Casino",0.9,0,467998,104943,37982,7955,19345,6,5e+06
15,"Caesars Casino: Casino & Slots For Free",0.9,0,415148,72947,38437,19398,60018,6,1e+07
16,"DH Texas Poker - Texas Hold'em",0,0,380202,79680,41608,16803,65105,6,1e+07
17,"Gold Fish Casino Slots - FREE Slot Machine Games",0.4,0,460009,43505,14664,7387,28133,6,5e+06
18,"BLACKJACK!",0,0,392347,100886,26522,5634,19210,6,1e+07
19,"Hit it Rich! Lucky Vegas Casino Slot Machine Game",0.2,0,341161,68553,31256,15138,34501,6,5e+06
20,"Wizard of Oz Free Slots Casino",0.7,0,374056,56431,20691,7809,18953,6,1e+07
21,"Dummy ดัมมี่ ไพ่แคง เกมไพ่ฟรี",1.2,0,361433,47345,27520,8884,21381,6,1e+07
22,"Full House Casino - Free Vegas Slots Machine Games",0,0,367099,33299,22236,6989,25181,6,5e+06
23,"Slots (Golden HoYeah) - Casino Slots",0.4,0,295449,50195,34082,13142,34489,6,1e+07
24,"Luxy Poker-Online Texas Holdem",0.4,0,298409,43575,25216,10824,41930,6,5e+06
25,"Vegas Slots - DoubleDown Casino",0.6,0,286103,55598,25042,14793,35750,6,1e+07
26,"Big Fish Casino - Play Slots and Casino Games",0,0,304175,52497,17452,6363,21768,6,1e+07
27,"Texas HoldEm Poker Deluxe",0,0,280763,56584,27307,9045,28077,6,1e+07
28,"เก้าเกไทย",0.1,0,309026,26528,16903,8426,32708,6,1e+07
29,"Big Time Cash. Make Money Free",1.4,0,269406,48602,28089,10022,36953,6,1e+07
30,"Cashman Casino: Casino Slots Machines! 2M Free!",1.1,0,280190,46244,20966,9989,25846,6,1e+07
31,"Slots: Heart of Vegas™ – Free Casino Slots Games",0.4,0,257625,46217,23064,11368,36720,6,1e+07
32,"Casino Jackpot Slots - Infinity Slots™ 777 Game",0.1,0,278020,55733,18514,4394,10475,6,1e+06
33,"my KONAMI Slots - Casino Games & Fun Slot Machines",0.9,0,245762,46592,21632,9772,23191,6,5e+06
34,"Tycoon Casino Free Slots: Vegas Slot Machine Games",1,0,288491,16223,6933,3226,11608,6,5e+06
35,"POP! Slots ™- Free Vegas Casino Slot Machine Games",1.6,0,238209,24271,13368,8406,39117,6,1e+07
36,"GSN Casino: New Slots and Casino Games",0.2,0,218480,35402,19799,10788,32186,6,1e+07
37,"Slots Pharaoh's Way Casino Games & Slot Machine",0.1,0,252622,34018,12642,4267,12552,6,1e+07
38,"Tiến lên Miền Nam - Tiến Lên - tien len - ZingPlay",1,0,246164,13179,6380,3768,32598,6,1e+07
39,"麻將 明星3缺1麻將–台灣16張麻將Mahjong 、SLOT、Poker",0.5,0,206958,29858,13254,4898,34826,6,5e+06
42,"Billionaire Casino Slots - The Best Slot Machines",1.5,0,194536,29405,12872,5600,23824,6,1e+07
43,"Quick Hit Casino Games - Free Casino Slots Games",0.5,0,187296,36299,18329,5050,14673,6,1e+07
44,"NEW SLOTS 2021－free casino games & slot machines",1.1,0,216166,23601,8677,2869,9916,6,5e+06
45,"Jackpot World™ - Free Vegas Casino Slots",3.2,0,196111,31580,12390,3736,13411,6,5e+06
46,"神來也麻將－麻將、麻雀",0.6,0,185875,25178,9258,3404,27786,6,5e+06
49,"ไพ่เท็กซัสโบย่า-Boyaa Texas Poker โป๊กเกอร์มือโปร",0.1,0,160491,22448,10939,3583,13245,6,5e+06
50,"Gaminator Casino Slots - Play Slot Machines 777",1.3,0,166629,16366,6522,3341,17015,6,5e+06
51,"GameTwist Casino Slots: Play Vegas Slot Machines",1.2,0,150606,20686,11351,5321,20826,6,1e+07
52,"Double Win Casino Slots - Free Video Slots Games",1.2,0,171828,18260,7274,2634,6935,6,1e+06
53,"UTP - Ultimate Teen Patti (3 Patti)",0.3,0,146519,19097,7418,4029,29765,6,1e+07
54,"Free Slot Machines with Bonus Games!",0.3,0,188876,7861,3876,1265,4334,6,5e+06
55,"Hot Shot Casino Free Slots Games: Real Vegas Slots",0.2,0,147321,26969,13889,3751,11524,6,5e+06
56,"Slot Machines - Free Vegas Slots Casino",0.6,0,168530,8722,4938,2379,11849,6,5e+06
57,"Bingo Tycoon",0,0,127862,19866,11819,6229,23889,6,1e+07
58,"Coin Dozer: Casino",0.5,0,140249,20511,10115,3618,7016,6,5e+06
59,"Willy Wonka Slots Free Casino",0.8,0,136961,21328,8019,2828,7830,6,1e+06
60,"MONOPOLY Slots Free Slot Machines & Casino Games",1.2,0,137808,11815,5198,3418,17223,6,5e+06
61,"88 Fortunes Casino Games & Free Slot Machine Games",0.8,0,152778,8558,3497,1713,7881,6,1e+06
62,"Slots Free - Big Win Casino™",0,0,126641,21236,10953,4057,10483,6,5e+06
63,"Pmang Poker : Casino Royal",0.4,0,105459,26234,13027,4149,22195,6,5e+06
64,"Slots Casino - Jackpot Mania",0.3,0,144188,10372,4778,2160,7973,6,5e+06
65,"Roulette Royale - FREE Casino",1.4,0,118927,19216,10587,5279,15387,6,1e+07
66,"Slotpark - Online Casino Games & Free Slot Machine",1.5,0,119330,18420,8458,3905,17025,6,5e+06
67,"Bingo by Alisa - Free Live Multiplayer Bingo Games",0,0,119094,21254,7367,2113,4266,6,1e+06
68,"Poker Texas Boyaa",0.1,0,84888,14103,13243,5677,28506,6,5e+06
69,"Let's Vegas Slots - Casino Slots",0.1,0,97688,16991,8575,3408,19369,6,1e+06
70,"Scratch Day",0.3,0,87790,17576,12977,5672,21228,6,5e+06
72,"Cổng game ZingPlay - Game bài - Game cờ - Tiến lên",1.3,0,93435,7709,4657,2652,30147,6,1e+07
73,"Slots: Get Rich Free Slots Casino Games Offline",0.6,0,125159,5459,2319,1049,3919,6,1e+06
74,"Blackjack 21",0,0,93065,17190,6716,3857,16790,6,1e+06
75,"ไฮโลพื้นบ้าน Hilo - รวมเกมดัมมี่ ไฮโล ไพ่สลาฟ ฯลฯ",0.1,0,99806,11947,6958,2839,13816,6,1e+06
76,"Rock N' Cash Casino Slots -Free Vegas Slot Games",3.2,0,98052,19039,8788,2448,4797,6,1e+06
77,"Bingo Journey - Lucky & Fun Casino Bingo Games",1.9,0,98883,18304,8323,2473,4548,6,1e+06
78,"Best Casino Free Slots: Casino Slot Machine Games",0,0,85194,22081,10690,4120,9550,6,1e+06
79,"Jackpot Magic Slots™: Social Casino & Slot Games",0,0,88624,15623,6562,2768,12088,6,5e+06
80,"Slots Vacation - FREE Slots",0.2,0,91547,14749,7199,3289,8479,6,5e+06
81,"Free Slots!",1.1,0,109036,5206,2358,939,3017,6,5e+06
83,"Free Slots Casino - Adventures",0,0,103602,5880,2003,797,4515,6,1e+06
84,"ไพ่แคง-รวมดัมมี่dummy ป๊อกเด้ง เก้าเกไทย เกมไพ่ฟรี",1.4,0,100686,7277,4447,1508,2780,6,1e+06
85,"myVEGAS Blackjack 21 - Free Vegas Casino Card Game",0.1,0,93670,13377,3196,1618,4655,6,1e+06
86,"Bingo Holiday: Free Bingo Games",0.8,0,89246,15887,5739,1709,3299,6,1e+06
88,"SLOTS - Black Diamond Casino",0.1,0,79670,14806,3721,2015,7024,6,1e+06
89,"Winning Slots casino games:free vegas slot machine",0.5,0,84301,6325,3801,2773,9329,6,5e+06
91,"ไพ่เท็กซัสไทย HD",0,0,78185,10290,5224,1978,7602,6,1e+06
93,"Vegas Downtown Slots™ - Slot Machines & Word Games",0,0,76788,11130,5196,2333,6862,6,1e+06
94,"Jackpot Poker by PokerStars™ – FREE Poker Online",0.3,0,72149,11548,3639,1749,11808,6,1e+06
96,"Bingo™",0,0,71902,12048,6509,2569,6409,6,5e+06
97,"Slots on Tour Casino - Vegas Slot Machine Games HD",0.2,0,78485,14278,3377,739,1958,6,5e+05
98,"ดัมมี่ไทยแลนด์-รวมไพ่แคง เก้าเก ไฮโล เกมไพ่ฟรี",3.1,0,85841,3886,2085,855,2331,6,1e+06
99,"Spin Day - Win Real Money",0.1,0,48360,8091,7458,4906,25768,6,1e+06
100,"Old Vegas Slots – Classic Slots Casino Games",0.2,0,78573,7148,2949,1389,4249,6,1e+06
28,"Dumb Ways to Die 2: The Games",0.1,0,1265899,194458,107736,45362,166366,7,1e+08
30,"Candy Crush Friends Saga",0.8,0,1248261,240440,82183,26117,59105,7,5e+07
31,"Family Farm Seaside",0.3,0,1195262,134471,76803,43785,164334,7,5e+07
32,"Pirate Kings™️",0.1,0,1050004,141321,63912,32915,139163,7,1e+07
33,"MY LITTLE PONY: Magic Princess",0.2,0,980502,145735,80907,46068,173955,7,5e+07
36,"Blossom Blast Saga",0.2,0,954263,190627,81072,27703,68933,7,5e+07
37,"Diamond Digger Saga",0,0,882652,199954,79809,18828,35899,7,1e+07
39,"My Talking Hank",0.9,0,794537,95246,60467,38517,123994,7,1e+08
40,"Papa Pear Saga",0,0,812935,144103,64586,23149,54639,7,5e+07
42,"My Boo: Your Virtual Pet Game To Care and Play",0.3,0,781989,107458,46194,17055,51687,7,1e+07
43,"Burger",0.1,0,690404,101286,60344,21720,70165,7,5e+07
44,"Smurfs' Village",0.1,0,729621,81455,45412,19479,64153,7,1e+07
45,"Puppy Town - Merge & Win",3.3,0,650256,69216,30950,19507,169127,7,5e+07
46,"My Dolphin Show",0.5,0,670484,97397,56072,26616,82079,7,5e+07
47,"Save The Girl",1.5,0,559592,79195,64593,50536,174321,7,1e+08
48,"Green Farm 3",0.4,0,567205,114605,76366,38368,121214,7,1e+07
49,"Rodeo Stampede: Sky Zoo Safari",0.4,0,565464,120707,68900,31812,87070,7,1e+07
50,"Stickman Warriors",0.2,0,586328,90434,60186,27623,107769,7,5e+07
51,"Good Pizza, Great Pizza",2.8,0,613728,112173,52293,24120,63971,7,5e+07
52,"Bubble Shooter",1.4,0,604830,114918,54305,22889,60343,7,1e+08
53,"Bubbu – My Virtual Pet",2,0,641650,61957,31403,19369,63166,7,5e+07
54,"Jewels Star",0,0,509966,143137,66340,22393,38164,7,5e+07
55,"Let's Create! Pottery Lite",0.3,0,526515,85256,54547,29018,77666,7,1e+07
56,"BTS WORLD",0.7,0,678632,38323,15403,7327,30417,7,1e+07
58,"Covet Fashion - Dress Up Game",0.2,0,413732,146967,64962,33766,88977,7,1e+07
59,"World Chef 🍰🍔🍝🍓",0.1,0,516082,90645,43043,17297,44779,7,1e+07
60,"What if..",0,0,553124,94327,21235,5076,11842,7,5e+06
61,"Virtual Families 2",0,0,431803,90825,55961,24391,75649,7,1e+07
62,"Angry Birds POP Bubble Shooter",0.2,0,493581,81642,38377,15600,38837,7,1e+07
63,"The Simpsons™: Tapped Out",0,0,484377,78121,35161,17295,50058,7,1e+07
64,"Tic Tac Toe Glow",2,0,442539,74732,49536,24389,70599,7,1e+08
65,"Wonder Zoo - Animal rescue !",0.2,0,451989,82929,43740,19634,58593,7,1e+07
66,"Furby BOOM!",0,0,497926,57351,30178,13556,56253,7,1e+07
67,"Plants vs. Zombies™ 2 Free",0.3,0,466872,78013,34252,16911,49605,7,1e+07
68,"Shopping Mall Girl - Dress Up & Style Game",0.9,0,440544,54234,38730,25077,81600,7,5e+07
69,"Twist Hit!",0,0,455933,74231,44239,16811,36197,7,1e+07
70,"Plants vs. Zombies™ Heroes",1.1,0,433969,70396,36180,18379,62448,7,1e+07
71,"Hello Kitty Nail Salon",1.5,0,427796,46115,30763,21759,83018,7,1e+08
72,"Moy 3 🐙 Virtual Pet Game",0,0,462873,58916,33280,11739,36507,7,1e+07
73,"Fish Live",0,0,458456,64170,35837,11033,32300,7,1e+07
74,"Cow Evolution: Crazy Cow Making Idle Merge Games",0.2,0,445665,65483,25062,9553,22344,7,1e+07
75,"BlockBuild: Craft Your Dream World",0.1,0,364422,55155,39091,19680,88892,7,1e+07
76,"Board Kings™️ - Online Multiplayer Board Game",2.6,0,421578,54023,26027,15201,49828,7,1e+07
77,"Paradise Island 2: Hotel Game",0.5,0,393198,118361,23060,7866,21091,7,5e+06
78,"Moy 2 🐙 Virtual Pet Game",0.2,0,390341,49797,35313,15723,47939,7,1e+07
79,"Lost Island: Adventure Quest & Magical Tile Match",0.6,0,387570,84706,31210,10583,20737,7,1e+07
80,"Stupid Zombies 3",0.2,0,391151,63222,33625,11914,29547,7,1e+07
82,"Dumb Ways to Die",0.3,0,329067,64499,41717,21493,61760,7,5e+07
83,"Farm Town: Happy farming Day & food farm game City",0.6,0,364260,52175,34067,17048,46086,7,1e+07
84,"Bubble Shooter",0.4,0,352612,64166,35874,15964,41359,7,1e+08
84,"Bubble Shooter",0.4,0,335314,60059,31369,14339,40569,7,1e+08
85,"Fruit Block - Puzzle Legend",1,0,331666,74775,48400,15714,30851,7,1e+07
86,"Island Experiment",0,0,220936,146987,82298,15011,32240,7,1e+07
89,"Bubble Shooter",0.7,0,352612,64166,35874,15964,41359,7,1e+08
89,"Bubble Shooter",0.7,0,335314,60059,31369,14339,40569,7,1e+08
90,"Moy 🐙 Virtual Pet Game",0.1,0,334739,45217,31281,13596,50226,7,1e+07
91,"Moy 4 🐙 Virtual Pet Game",0.2,0,355913,44709,26473,11737,36151,7,1e+07
92,"HappyFish",0,0,348423,68635,30331,5305,16264,7,1e+06
93,"Restaurant Story™",0,0,305532,62585,38610,15910,38620,7,1e+07
94,"Cooking Dash",0.1,0,279121,72996,41816,20633,43494,7,1e+07
95,"Gacha Studio (Anime Dress Up)",0.6,0,272847,45974,33678,22449,80938,7,1e+07
96,"Moy 5 - Virtual Pet Game",0.3,0,334313,41595,24035,13331,42391,7,1e+07
97,"LINE 旅遊大亨",0,0,226402,43479,36352,17761,120033,7,5e+06
98,"Little Big City 2",0.4,0,259645,61407,38524,19077,60868,7,1e+07
100,"Kids Doodle - Color & Draw Free Game",0.1,0,310114,47203,25825,10204,36649,7,5e+07
3,"Cooking Mama: Let's cook!",0.6,0,555043,65904,40083,22812,65416,8,5e+07
4,"知識王",0,0,395439,71626,37915,15445,50899,8,1e+06
5,"Animal Jam",0.4,0,328964,67727,36670,19022,63170,8,1e+07
7,"Mandala Coloring Pages",0.5,0,222142,37937,21468,13408,36517,8,5e+07
8,"Baby Panda's Supermarket",2.8,0,211215,18039,11619,9565,34114,8,1e+08
9,"Masha and the Bear. Educational Games",2.8,0,135299,15707,11313,8966,30082,8,1e+08
13,"LEGO® DUPLO® Train",0,0,129717,16472,12731,5767,20513,8,1e+07
15,"Pepi Super Stores: Fun & Games",3.4,0,124157,14444,9288,7722,25576,8,1e+07
16,"Little Panda's Restaurant",2.7,0,126840,10536,6749,5238,17196,8,5e+07
17,"Baby Panda Care",1.2,0,110431,11763,7798,6690,21359,8,5e+07
18,"超級單字王 - 英檢、多益、托福 輕鬆學",0.6,0,148058,6185,1428,369,879,8,5e+05
22,"Baby Panda's Fashion Dress Up Game",3.3,0,105098,8693,6007,4956,18200,8,5e+07
24,"My Town : Police Station. Policeman Game for Kids",2.9,0,93045,10292,7361,6377,19014,8,1e+07
25,"Baby Panda’s Ice Cream Shop",1.9,0,100721,8668,6348,4759,14697,8,1e+07
26,"Meow Meow Star Acres",0.1,0,103440,13930,7255,2758,7774,8,1e+06
29,"Supermarket: Shopping Games for Kids",2.2,0,92392,8105,5231,4236,18339,8,1e+07
31,"Little Panda's Chinese Recipes",2.4,0,93467,8256,5015,3819,13083,8,1e+07
36,"Make-Up Me: Superstar",0,0,76034,12775,7076,2185,8024,8,1e+07
38,"Left vs Right: Brain Games for Brain Training",0.7,0,75230,19812,5497,1769,3748,8,5e+06
39,"Multiplication Table Kids Math",0,0,74370,10963,5881,2037,9985,8,1e+07
40,"MentalUP - Learning Games & Brain Games",3.1,0,85024,4446,1678,949,5365,8,1e+06
41,"Math Exercises for the brain, Math Riddles, Puzzle",3.5,0,72413,13229,4889,1527,4145,8,5e+06
43,"Make-Up Me",0.1,0,55785,8711,7402,4195,14495,8,1e+07
44,"Little Panda’s Summer: Ice Cream Bars",2.5,0,69615,5547,4057,2558,8255,8,1e+07
45,"LEGO® DUPLO® Town",0,0,55931,7417,5634,4400,16257,8,1e+07
46,"Bini Super ABC! Preschool Learning Games for Kids!",3.4,0,64689,9702,3577,1883,5223,8,1e+07
47,"My Town : Fashion Show",1.8,0,59048,7047,4001,3195,10013,8,1e+07
49,"Little Panda's Farm Story",3.1,0,62452,5173,3495,2423,7527,8,1e+07
50,"Little Panda: Princess Dress Up",1.8,0,56822,5443,3957,3389,11424,8,1e+07
51,"Сказки и развивающие игры для детей, малышей",0.9,0,70467,6072,1658,719,1797,8,1e+06
53,"Baby Panda's Carnival - Christmas Amusement Park",2.4,0,58938,5015,3207,2387,8522,8,1e+07
54,"ほしの島のにゃんこ",0.2,0,42599,14699,9073,3327,8204,8,1e+06
55,"Jungle Animal Hair Salon - Styling Game for Kids",0.6,0,46408,6512,5453,4195,13245,8,1e+07
56,"Beauty Hair Salon: Fashion SPA",0,0,45294,6858,6029,3703,13687,8,1e+07
57,"Monster Trucks Game for Kids 2",2.9,0,48466,6017,4752,3586,12542,8,5e+07
58,"Tailor Kids",0.1,0,53460,7275,6406,2105,6057,8,1e+07
59,"Snow Cone Maker - Frozen Foods",0.1,0,54461,6396,4837,1809,7646,8,1e+07
61,"Memory Games: Brain Training",0.3,0,43203,15449,6521,2386,5352,8,5e+06
62,"Moonzy. Kids Mini-Games",0.5,0,53978,4210,2339,1672,7952,8,1e+07
64,"Little Panda's Candy Shop",0.8,0,51490,4766,2881,2054,7149,8,1e+07
65,"Kids Animals Jigsaw Puzzles ❤️🦄",0.6,0,50050,6981,3036,1697,5603,8,1e+07
66,"Girls Hair Salon - Hairstyle makeover kids games",0.3,0,35732,7790,5700,3820,12290,8,5e+06
67,"Kids Educational Game 5",2.5,0,44440,5887,3528,2528,8406,8,1e+07
68,"Bini Drawing for Kids! Learning Games for Toddlers",2.4,0,43289,5877,3420,2356,8582,8,1e+07
69,"Trip to the zoo for kids",0,0,50570,5095,2667,959,3246,8,5e+06
71,"Math Games",0.6,0,41722,5593,3605,2247,8939,8,1e+07
72,"Bucha học tiếng Anh - Từ vựng, Giao tiếp, Ngữ pháp",1.6,0,54610,4331,1182,397,1470,8,1e+06
73,"Cinderella - Story Games and Puzzles",0.2,0,43238,5403,3316,2017,7690,8,1e+06
75,"ABC Kids - Tracing & Phonics",1.2,0,44376,5622,3274,1691,6230,8,1e+07
79,"Libii Dentist",0,0,39247,5534,3978,1944,6910,8,1e+07
80,"Baby Panda’s Summer: Café",3.1,0,42791,3636,2486,2021,6222,8,1e+07
81,"Halloween Makeup Me",0.1,0,37761,6032,3705,1937,6651,8,5e+06
82,"Baby Panda’s Color Mixing Studio",0.9,0,38852,3756,2630,2152,8460,8,1e+07
83,"My Baby Panda Chef",1.2,0,41292,2977,2368,2008,6395,8,1e+07
85,"Airport Professions: Fascinating games",0.7,0,40785,2714,1789,1620,6751,8,1e+07
87,"Masha and the Bear: Good Night!",2.4,0,36434,3309,2352,2173,7895,8,1e+07
88,"Animals Farm For Kids",0.1,0,41757,5069,1859,579,2309,8,5e+06
93,"Fairy Tales ~ Children’s Books, Stories and Games",0.5,0,37257,6717,2401,932,2778,8,1e+06
95,"Baby Phone - Games for Family, Parents and Babies",0,0,31361,10000,4066,1049,2937,8,5e+06
96,"Madagascar Surf n' Slides Free",0,0,30717,4685,4345,2307,7232,8,5e+06
99,"Sweet Baby Girl Summer Fun 2 - Sunny Makeover Game",3.2,0,33603,3485,2838,2051,6782,8,1e+07
100,"Sweet Baby Girl Daycare",0.1,0,33325,3995,3406,1638,6333,8,1e+07
3,"My Singing Monsters",0.3,0,1089404,129231,50394,21723,62384,9,1e+07
5,"Just Dance Now",0.5,0,636480,121675,81459,52725,191313,9,1e+07
6,"Dream Piano - Music Game",0.2,0,494049,66399,35831,17337,46499,9,5e+07
7,"Rock Hero",0,0,417024,83532,63936,16283,58937,9,5e+07
8,"Dancing Road: Color Ball Run!",2.7,0,413438,64995,42566,27709,87651,9,1e+08
9,"Real Guitar Free - Chords, Tabs & Simulator Games",0.4,0,345647,57138,43941,24981,132988,9,5e+07
10,"Cytus",0.1,0,463716,47774,17694,9966,31059,9,5e+06
11,"DEEMO",0.1,0,460854,43281,16062,7751,23423,9,5e+06
12,"SongPop",0,0,278623,59735,23680,12184,28913,9,1e+07
14,"Piano Music Go 2020: EDM Piano Games",2.1,0,275763,36288,19470,10782,31799,9,5e+07
15,"Music Hero - Rhythm Beat Tap",0,0,225397,54149,37918,16849,38228,9,1e+07
16,"Real Piano Teacher",0.2,0,292934,20624,13557,7187,27911,9,1e+07
17,"Beat Blade: Dash Dance",3.2,0,193501,41592,23143,11373,29971,9,1e+07
18,"Beat Fire - EDM Music & Gun Sounds",3,0,214693,24606,14314,7400,21795,9,1e+07
19,"Sonic Cat - Slash the Beats",1.9,0,227601,14388,6639,3279,12268,9,1e+07
20,"Drum Set Music Games & Drums Kit Simulator",0.6,0,141255,21716,15483,8830,64319,9,1e+07
21,"BEAT MP3 - Rhythm Game",0,0,135664,33533,30275,10115,30025,9,1e+07
22,"Dancing Ballz: Magic Dance Line Tiles Game",0.4,0,161608,25222,17428,9167,24904,9,1e+07
23,"Guitar Band Battle",0.7,0,146292,36227,18243,8414,25980,9,1e+07
24,"AVATAR MUSIK - Music and Dance Game",0.1,0,150988,15398,10974,6830,45646,9,5e+06
25,"Music Racer",0.7,0,141765,22948,14150,9437,27901,9,5e+06
26,"BEAT MP3 2.0 - Rhythm Game",0,0,125227,30694,21789,7716,22608,9,1e+07
27,"SuperStar SMTOWN",0.9,0,133295,24059,12299,6858,22102,9,5e+06
