Zonas de movilidad;Periodo;Total
Gipuzkoa;17/6/2020;19,58
Gipuzkoa;16/6/2020;20,42
Gipuzkoa;15/6/2020;19,15
Gipuzkoa;14/6/2020;15,49
Gipuzkoa;13/6/2020;15,89
Gipuzkoa;12/6/2020;19,01
Gipuzkoa;11/6/2020;19,65
Gipuzkoa;10/6/2020;19,63
Gipuzkoa;9/6/2020;16,70
Gipuzkoa;8/6/2020;17,18
Gipuzkoa;7/6/2020;11,15
Gipuzkoa;6/6/2020;15,28
Gipuzkoa;5/6/2020;18,79
Gipuzkoa;4/6/2020;18,32
Gipuzkoa;3/6/2020;18,74
Gipuzkoa;2/6/2020;19,29
Gipuzkoa;1/6/2020;17,70
Gipuzkoa;31/5/2020;14,82
Gipuzkoa;30/5/2020;17,21
Gipuzkoa;29/5/2020;19,27
Gipuzkoa;28/5/2020;19,58
Gipuzkoa;27/5/2020;19,00
Gipuzkoa;26/5/2020;18,01
Gipuzkoa;25/5/2020;16,62
Gipuzkoa;24/5/2020;10,19
Gipuzkoa;23/5/2020;10,90
Gipuzkoa;22/5/2020;17,02
Gipuzkoa;21/5/2020;17,01
Gipuzkoa;20/5/2020;16,67
Gipuzkoa;19/5/2020;16,78
Gipuzkoa;18/5/2020;15,09
Gipuzkoa;17/5/2020;7,86
Gipuzkoa;16/5/2020;10,00
Gipuzkoa;15/5/2020;14,62
Gipuzkoa;14/5/2020;15,09
Gipuzkoa;13/5/2020;15,04
Gipuzkoa;12/5/2020;14,84
Gipuzkoa;11/5/2020;13,61
Gipuzkoa;10/5/2020;5,87
Gipuzkoa;9/5/2020;6,54
Gipuzkoa;8/5/2020;14,01
Gipuzkoa;7/5/2020;13,60
Gipuzkoa;6/5/2020;14,25
Gipuzkoa;5/5/2020;14,09
Gipuzkoa;4/5/2020;13,34
Gipuzkoa;3/5/2020;6,69
Gipuzkoa;2/5/2020;6,91
Gipuzkoa;1/5/2020;6,20
Gipuzkoa;30/4/2020;12,25
Gipuzkoa;29/4/2020;12,03
Gipuzkoa;28/4/2020;11,88
Gipuzkoa;27/4/2020;11,01
Gipuzkoa;26/4/2020;4,92
Gipuzkoa;25/4/2020;6,91
Gipuzkoa;24/4/2020;11,49
Gipuzkoa;23/4/2020;11,47
Gipuzkoa;22/4/2020;11,78
Gipuzkoa;21/4/2020;11,32
Gipuzkoa;20/4/2020;10,76
Gipuzkoa;19/4/2020;4,80
Gipuzkoa;18/4/2020;6,80
Gipuzkoa;17/4/2020;11,04
Gipuzkoa;16/4/2020;11,94
Gipuzkoa;15/4/2020;11,14
Gipuzkoa;14/4/2020;10,76
Gipuzkoa;13/4/2020;5,49
Gipuzkoa;12/4/2020;4,80
Gipuzkoa;11/4/2020;6,10
Gipuzkoa;10/4/2020;5,13
Gipuzkoa;9/4/2020;5,82
Gipuzkoa;8/4/2020;9,14
Gipuzkoa;7/4/2020;9,16
Gipuzkoa;6/4/2020;8,41
Gipuzkoa;5/4/2020;4,71
Gipuzkoa;4/4/2020;5,99
Gipuzkoa;3/4/2020;8,79
Gipuzkoa;2/4/2020;8,27
Gipuzkoa;1/4/2020;7,97
Gipuzkoa;31/3/2020;7,93
Gipuzkoa;30/3/2020;8,35
Gipuzkoa;28/3/2020;6,51
Gipuzkoa;26/3/2020;11,26
Gipuzkoa;24/3/2020;11,39
Gipuzkoa;22/3/2020;4,82
Gipuzkoa;20/3/2020;9,94
Gipuzkoa;18/3/2020;12,87
Gipuzkoa;16/3/2020;14,09
Gipuzkoa;18/11/2019;31,31
Rioja, La;20/6/2020;17,08
Rioja, La;19/6/2020;19,95
Rioja, La;18/6/2020;19,71
Rioja, La;17/6/2020;18,92
Rioja, La;16/6/2020;19,35
Rioja, La;15/6/2020;18,28
Rioja, La;14/6/2020;14,09
Rioja, La;13/6/2020;15,18
Rioja, La;12/6/2020;16,98
Rioja, La;11/6/2020;16,84
Rioja, La;10/6/2020;18,50
Rioja, La;9/6/2020;14,29
Rioja, La;8/6/2020;16,71
Rioja, La;7/6/2020;10,71
Rioja, La;6/6/2020;15,87
Rioja, La;5/6/2020;18,83
Rioja, La;4/6/2020;17,80
Rioja, La;3/6/2020;18,39
Rioja, La;2/6/2020;18,64
Rioja, La;1/6/2020;17,40
Rioja, La;31/5/2020;12,56
Rioja, La;30/5/2020;16,25
Rioja, La;29/5/2020;18,91
Rioja, La;28/5/2020;18,78
Rioja, La;27/5/2020;18,60
Rioja, La;26/5/2020;17,51
Rioja, La;25/5/2020;17,47
Rioja, La;24/5/2020;11,43
Rioja, La;23/5/2020;13,30
Rioja, La;22/5/2020;17,16
Rioja, La;21/5/2020;17,08
Rioja, La;20/5/2020;16,97
Rioja, La;19/5/2020;16,90
Rioja, La;18/5/2020;16,17
Rioja, La;17/5/2020;10,27
Rioja, La;16/5/2020;10,85
Rioja, La;15/5/2020;15,19
Rioja, La;14/5/2020;16,15
Rioja, La;13/5/2020;15,76
Rioja, La;12/5/2020;16,74
Rioja, La;11/5/2020;15,13
Rioja, La;10/5/2020;6,56
Rioja, La;9/5/2020;7,70
Rioja, La;8/5/2020;14,16
Rioja, La;7/5/2020;14,19
Rioja, La;6/5/2020;14,98
Rioja, La;5/5/2020;14,46
Rioja, La;4/5/2020;13,90
Rioja, La;3/5/2020;6,92
Rioja, La;2/5/2020;7,33
Rioja, La;1/5/2020;6,94
Rioja, La;30/4/2020;12,61
Rioja, La;29/4/2020;12,23
Rioja, La;28/4/2020;11,82
Rioja, La;27/4/2020;11,36
Rioja, La;26/4/2020;5,20
Rioja, La;25/4/2020;7,08
Rioja, La;24/4/2020;11,66
Rioja, La;23/4/2020;11,52
Rioja, La;22/4/2020;11,77
Rioja, La;21/4/2020;11,67
Rioja, La;20/4/2020;11,38
Rioja, La;19/4/2020;4,86
Rioja, La;18/4/2020;7,25
Rioja, La;17/4/2020;11,76
Rioja, La;16/4/2020;12,07
Rioja, La;15/4/2020;11,54
Rioja, La;14/4/2020;11,45
Rioja, La;13/4/2020;6,20
Rioja, La;12/4/2020;4,74
Rioja, La;11/4/2020;5,87
Rioja, La;10/4/2020;5,47
Rioja, La;9/4/2020;6,48
Rioja, La;8/4/2020;9,72
Rioja, La;7/4/2020;9,55
Rioja, La;6/4/2020;9,26
Rioja, La;5/4/2020;4,82
Rioja, La;4/4/2020;6,46
Rioja, La;3/4/2020;9,66
Rioja, La;2/4/2020;8,98
Rioja, La;1/4/2020;8,69
Rioja, La;31/3/2020;8,97
Rioja, La;30/3/2020;9,57
Rioja, La;28/3/2020;6,87
Rioja, La;26/3/2020;11,46
Rioja, La;24/3/2020;11,71
Rioja, La;22/3/2020;4,99
Rioja, La;20/3/2020;11,00
Rioja, La;18/3/2020;11,82
Rioja, La;16/3/2020;12,11
Rioja, La;18/11/2019;28,00
Ceuta;20/6/2020;13,99
Ceuta;19/6/2020;15,32
Ceuta;18/6/2020;14,83
Ceuta;17/6/2020;14,82
Ceuta;16/6/2020;13,69
Ceuta;15/6/2020;12,78
Ceuta;14/6/2020;9,94
Ceuta;13/6/2020;11,33
Ceuta;12/6/2020;11,26
Ceuta;11/6/2020;11,78
Ceuta;10/6/2020;16,00
Ceuta;9/6/2020;14,43
Ceuta;8/6/2020;13,77
Ceuta;7/6/2020;10,03
Ceuta;6/6/2020;13,40
Ceuta;5/6/2020;15,09
Ceuta;4/6/2020;15,04
Ceuta;3/6/2020;15,73
Ceuta;2/6/2020;14,92
Ceuta;1/6/2020;13,84
Ceuta;31/5/2020;10,08
Ceuta;30/5/2020;12,29
Ceuta;29/5/2020;14,34
Ceuta;28/5/2020;14,31
Ceuta;27/5/2020;14,92
Ceuta;26/5/2020;15,72
Ceuta;25/5/2020;15,00
Ceuta;24/5/2020;12,16
Ceuta;23/5/2020;12,26
Ceuta;22/5/2020;14,15
Ceuta;21/5/2020;15,36
Ceuta;20/5/2020;13,93
Ceuta;19/5/2020;14,06
Ceuta;18/5/2020;13,10
Ceuta;17/5/2020;8,88
Ceuta;16/5/2020;10,70
Ceuta;15/5/2020;12,62
Ceuta;14/5/2020;12,57
Ceuta;13/5/2020;13,45
Ceuta;12/5/2020;12,78
Ceuta;11/5/2020;12,37
Ceuta;10/5/2020;6,88
Ceuta;9/5/2020;8,15
Ceuta;8/5/2020;11,66
Ceuta;7/5/2020;11,30
Ceuta;6/5/2020;11,90
Ceuta;5/5/2020;11,72
Ceuta;4/5/2020;11,63
Ceuta;3/5/2020;7,77
Ceuta;2/5/2020;8,18
Ceuta;1/5/2020;7,34
Ceuta;30/4/2020;10,13
Ceuta;29/4/2020;10,03
Ceuta;28/4/2020;10,07
Ceuta;27/4/2020;9,13
Ceuta;26/4/2020;5,48
Ceuta;25/4/2020;7,10
Ceuta;24/4/2020;9,51
Ceuta;23/4/2020;9,53
Ceuta;22/4/2020;10,28
Ceuta;21/4/2020;9,38
Ceuta;20/4/2020;8,81
Ceuta;19/4/2020;5,51
Ceuta;18/4/2020;6,98
Ceuta;17/4/2020;9,23
Ceuta;16/4/2020;10,16
Ceuta;15/4/2020;9,63
Ceuta;14/4/2020;9,57
Ceuta;13/4/2020;8,62
Ceuta;12/4/2020;4,87
Ceuta;11/4/2020;6,46
Ceuta;10/4/2020;5,32
Ceuta;9/4/2020;5,73
Ceuta;8/4/2020;8,93
Ceuta;7/4/2020;8,97
Ceuta;6/4/2020;7,78
Ceuta;5/4/2020;4,89
Ceuta;4/4/2020;6,88
Ceuta;3/4/2020;9,32
Ceuta;2/4/2020;8,26
Ceuta;1/4/2020;8,45
Ceuta;31/3/2020;8,89
Ceuta;30/3/2020;9,38
Ceuta;28/3/2020;7,88
Ceuta;26/3/2020;9,76
Ceuta;24/3/2020;9,83
Ceuta;22/3/2020;5,75
Ceuta;20/3/2020;9,47
Ceuta;18/3/2020;9,68
Ceuta;16/3/2020;12,32
Ceuta;18/11/2019;31,88
Melilla;20/6/2020;18,18
Melilla;19/6/2020;19,32
Melilla;18/6/2020;19,68
Melilla;17/6/2020;18,91
Melilla;16/6/2020;19,00
Melilla;15/6/2020;18,55
Melilla;14/6/2020;14,67
Melilla;13/6/2020;17,00
Melilla;12/6/2020;19,36
Melilla;11/6/2020;19,48
Melilla;10/6/2020;19,71
Melilla;9/6/2020;17,15
Melilla;8/6/2020;16,94
Melilla;7/6/2020;13,92
Melilla;6/6/2020;16,57
Melilla;5/6/2020;18,20
Melilla;4/6/2020;17,78
Melilla;3/6/2020;18,07
Melilla;2/6/2020;18,10
Melilla;1/6/2020;17,57
Melilla;31/5/2020;13,06
Melilla;30/5/2020;15,77
Melilla;29/5/2020;17,48
Melilla;28/5/2020;17,25
Melilla;27/5/2020;17,02
Melilla;26/5/2020;17,03
Melilla;25/5/2020;15,91
Melilla;24/5/2020;13,98
Melilla;23/5/2020;14,06
Melilla;22/5/2020;16,13
Melilla;21/5/2020;16,07
Melilla;20/5/2020;15,85
Melilla;19/5/2020;16,33
Melilla;18/5/2020;15,38
Melilla;17/5/2020;11,30
Melilla;16/5/2020;13,60
Melilla;15/5/2020;14,97
Melilla;14/5/2020;15,27
Melilla;13/5/2020;15,35
Melilla;12/5/2020;15,48
Melilla;11/5/2020;14,86
Melilla;10/5/2020;9,32
Melilla;9/5/2020;10,97
Melilla;8/5/2020;14,16
Melilla;7/5/2020;13,58
Melilla;6/5/2020;13,67
Melilla;5/5/2020;13,00
Melilla;4/5/2020;13,40
Melilla;3/5/2020;9,74
Melilla;2/5/2020;10,84
Melilla;1/5/2020;10,08
Melilla;30/4/2020;12,68
Melilla;29/4/2020;12,35
Melilla;28/4/2020;12,78
Melilla;27/4/2020;12,13
Melilla;26/4/2020;8,05
Melilla;25/4/2020;9,51
Melilla;24/4/2020;12,24
Melilla;23/4/2020;12,03
Melilla;22/4/2020;12,87
Melilla;21/4/2020;11,36
Melilla;20/4/2020;11,09
Melilla;19/4/2020;7,41
Melilla;18/4/2020;9,28
Melilla;17/4/2020;11,37
Melilla;16/4/2020;12,57
Melilla;15/4/2020;11,97
Melilla;14/4/2020;11,84
Melilla;13/4/2020;10,64
Melilla;12/4/2020;7,08
Melilla;11/4/2020;8,70
Melilla;10/4/2020;7,41
Melilla;9/4/2020;7,72
Melilla;8/4/2020;11,64
Melilla;7/4/2020;11,71
Melilla;6/4/2020;10,07
Melilla;5/4/2020;6,48
Melilla;4/4/2020;9,30
Melilla;3/4/2020;11,67
Melilla;2/4/2020;10,94
Melilla;1/4/2020;10,89
Melilla;31/3/2020;11,35
Melilla;30/3/2020;11,86
Melilla;28/3/2020;11,00
Melilla;26/3/2020;13,41
Melilla;24/3/2020;12,99
Melilla;22/3/2020;7,60
Melilla;20/3/2020;11,44
Melilla;18/3/2020;11,82
Melilla;16/3/2020;12,49
Melilla;18/11/2019;35,05
