Zonas de movilidad;Periodo;Total
Teruel;2/5/2020;3,61
Teruel;1/5/2020;3,68
Teruel;30/4/2020;6,72
Teruel;29/4/2020;6,74
Teruel;28/4/2020;6,61
Teruel;27/4/2020;5,86
Teruel;26/4/2020;2,41
Teruel;25/4/2020;3,48
Teruel;24/4/2020;5,74
Teruel;23/4/2020;4,02
Teruel;22/4/2020;6,07
Teruel;21/4/2020;6,06
Teruel;20/4/2020;5,68
Teruel;19/4/2020;2,29
Teruel;18/4/2020;3,49
Teruel;17/4/2020;6,43
Teruel;16/4/2020;6,45
Teruel;15/4/2020;5,95
Teruel;14/4/2020;5,43
Teruel;13/4/2020;5,07
Teruel;12/4/2020;2,23
Teruel;11/4/2020;2,70
Teruel;10/4/2020;2,51
Teruel;9/4/2020;3,16
Teruel;8/4/2020;4,57
Teruel;7/4/2020;4,61
Teruel;6/4/2020;4,56
Teruel;5/4/2020;2,07
Teruel;4/4/2020;2,84
Teruel;3/4/2020;5,28
Teruel;2/4/2020;4,06
Teruel;1/4/2020;4,04
Teruel;31/3/2020;3,96
Teruel;30/3/2020;4,57
Teruel;28/3/2020;3,09
Teruel;26/3/2020;5,54
Teruel;24/3/2020;5,53
Teruel;22/3/2020;1,95
Teruel;20/3/2020;6,29
Teruel;18/3/2020;6,72
Teruel;16/3/2020;6,77
Teruel;18/11/2019;16,35
Zaragoza;20/6/2020;19,80
Zaragoza;19/6/2020;22,93
Zaragoza;18/6/2020;22,85
Zaragoza;17/6/2020;22,58
Zaragoza;16/6/2020;21,84
Zaragoza;15/6/2020;21,25
Zaragoza;14/6/2020;15,74
Zaragoza;13/6/2020;19,04
Zaragoza;12/6/2020;21,45
Zaragoza;11/6/2020;22,12
Zaragoza;10/6/2020;22,34
Zaragoza;9/6/2020;18,98
Zaragoza;8/6/2020;19,20
Zaragoza;7/6/2020;14,12
Zaragoza;6/6/2020;18,46
Zaragoza;5/6/2020;21,56
Zaragoza;4/6/2020;19,88
Zaragoza;3/6/2020;20,74
Zaragoza;2/6/2020;21,23
Zaragoza;1/6/2020;19,14
Zaragoza;31/5/2020;14,26
Zaragoza;30/5/2020;17,83
Zaragoza;29/5/2020;20,80
Zaragoza;28/5/2020;20,80
Zaragoza;27/5/2020;20,46
Zaragoza;26/5/2020;19,33
Zaragoza;25/5/2020;18,46
Zaragoza;24/5/2020;12,29
Zaragoza;23/5/2020;14,99
Zaragoza;22/5/2020;18,31
Zaragoza;21/5/2020;18,28
Zaragoza;20/5/2020;18,47
Zaragoza;19/5/2020;18,22
Zaragoza;18/5/2020;17,20
Zaragoza;17/5/2020;11,17
Zaragoza;16/5/2020;13,04
Zaragoza;15/5/2020;16,30
Zaragoza;14/5/2020;17,60
Zaragoza;13/5/2020;17,92
Zaragoza;12/5/2020;18,25
Zaragoza;11/5/2020;16,29
Zaragoza;10/5/2020;7,80
Zaragoza;9/5/2020;8,76
Zaragoza;8/5/2020;15,79
Zaragoza;7/5/2020;15,51
Zaragoza;6/5/2020;15,55
Zaragoza;5/5/2020;15,78
Zaragoza;4/5/2020;15,02
Zaragoza;3/5/2020;8,34
Zaragoza;2/5/2020;8,42
Zaragoza;1/5/2020;8,00
Zaragoza;30/4/2020;13,43
Zaragoza;29/4/2020;13,44
Zaragoza;28/4/2020;13,18
Zaragoza;27/4/2020;12,26
Zaragoza;26/4/2020;6,29
Zaragoza;25/4/2020;8,16
Zaragoza;24/4/2020;11,50
Zaragoza;23/4/2020;8,42
Zaragoza;22/4/2020;13,30
Zaragoza;21/4/2020;13,13
Zaragoza;20/4/2020;12,36
Zaragoza;19/4/2020;5,93
Zaragoza;18/4/2020;8,25
Zaragoza;17/4/2020;12,80
Zaragoza;16/4/2020;13,46
Zaragoza;15/4/2020;12,69
Zaragoza;14/4/2020;12,54
Zaragoza;13/4/2020;11,73
Zaragoza;12/4/2020;5,83
Zaragoza;11/4/2020;7,13
Zaragoza;10/4/2020;6,48
Zaragoza;9/4/2020;7,37
Zaragoza;8/4/2020;10,95
Zaragoza;7/4/2020;10,94
Zaragoza;6/4/2020;10,07
Zaragoza;5/4/2020;5,80
Zaragoza;4/4/2020;7,81
Zaragoza;3/4/2020;11,04
Zaragoza;2/4/2020;10,18
Zaragoza;1/4/2020;9,93
Zaragoza;31/3/2020;10,30
Zaragoza;30/3/2020;10,82
Zaragoza;28/3/2020;8,50
Zaragoza;26/3/2020;13,03
Zaragoza;24/3/2020;13,11
Zaragoza;22/3/2020;6,33
Zaragoza;20/3/2020;12,99
Zaragoza;18/3/2020;13,52
Zaragoza;16/3/2020;14,76
Zaragoza;18/11/2019;32,26
Asturias;20/6/2020;19,75
Asturias;19/6/2020;21,03
Asturias;18/6/2020;20,47
Asturias;17/6/2020;19,69
Asturias;16/6/2020;19,46
Asturias;15/6/2020;19,37
Asturias;14/6/2020;15,00
Asturias;13/6/2020;16,34
Asturias;12/6/2020;18,28
Asturias;11/6/2020;19,20
Asturias;10/6/2020;20,03
Asturias;9/6/2020;17,20
Asturias;8/6/2020;17,56
Asturias;7/6/2020;11,79
Asturias;6/6/2020;16,28
Asturias;5/6/2020;19,30
Asturias;4/6/2020;18,77
Asturias;3/6/2020;18,96
Asturias;2/6/2020;18,78
Asturias;1/6/2020;18,23
Asturias;31/5/2020;12,66
Asturias;30/5/2020;18,28
Asturias;29/5/2020;20,11
Asturias;28/5/2020;20,04
Asturias;27/5/2020;19,41
Asturias;26/5/2020;18,80
Asturias;25/5/2020;17,92
Asturias;24/5/2020;12,13
Asturias;23/5/2020;12,94
Asturias;22/5/2020;17,20
Asturias;21/5/2020;17,04
Asturias;20/5/2020;17,12
Asturias;19/5/2020;16,88
Asturias;18/5/2020;16,24
Asturias;17/5/2020;11,66
Asturias;16/5/2020;12,78
Asturias;15/5/2020;14,39
Asturias;14/5/2020;15,07
Asturias;13/5/2020;15,52
Asturias;12/5/2020;15,80
Asturias;11/5/2020;15,24
Asturias;10/5/2020;6,20
Asturias;9/5/2020;7,30
Asturias;8/5/2020;13,25
Asturias;7/5/2020;13,41
Asturias;6/5/2020;13,41
Asturias;5/5/2020;13,36
Asturias;4/5/2020;13,13
Asturias;3/5/2020;7,17
Asturias;2/5/2020;7,72
Asturias;1/5/2020;6,79
Asturias;30/4/2020;11,49
Asturias;29/4/2020;11,25
Asturias;28/4/2020;11,16
Asturias;27/4/2020;10,60
Asturias;26/4/2020;5,32
Asturias;25/4/2020;7,15
Asturias;24/4/2020;10,95
Asturias;23/4/2020;10,76
Asturias;22/4/2020;11,29
Asturias;21/4/2020;11,03
Asturias;20/4/2020;10,96
Asturias;19/4/2020;5,51
Asturias;18/4/2020;7,60
Asturias;17/4/2020;11,17
Asturias;16/4/2020;11,83
Asturias;15/4/2020;11,07
Asturias;14/4/2020;10,90
Asturias;13/4/2020;9,59
Asturias;12/4/2020;5,27
Asturias;11/4/2020;6,49
Asturias;10/4/2020;5,41
Asturias;9/4/2020;6,42
Asturias;8/4/2020;9,78
Asturias;7/4/2020;9,65
Asturias;6/4/2020;8,85
Asturias;5/4/2020;5,24
Asturias;4/4/2020;6,99
Asturias;3/4/2020;9,74
Asturias;2/4/2020;9,06
Asturias;1/4/2020;8,92
Asturias;31/3/2020;8,97
Asturias;30/3/2020;9,28
Asturias;28/3/2020;7,29
Asturias;26/3/2020;11,30
Asturias;24/3/2020;11,18
Asturias;22/3/2020;5,64
Asturias;20/3/2020;11,31
Asturias;18/3/2020;12,02
Asturias;16/3/2020;13,07
Asturias;18/11/2019;29,94
Balears, Illes;20/6/2020;17,71
Balears, Illes;19/6/2020;18,97
Balears, Illes;18/6/2020;19,21
Balears, Illes;17/6/2020;18,78
Balears, Illes;16/6/2020;18,70
Balears, Illes;15/6/2020;18,04
Balears, Illes;14/6/2020;15,95
Balears, Illes;13/6/2020;17,13
Balears, Illes;12/6/2020;18,29
Balears, Illes;11/6/2020;18,30
Balears, Illes;10/6/2020;18,25
Balears, Illes;9/6/2020;15,93
Balears, Illes;8/6/2020;15,82
Balears, Illes;7/6/2020;12,86
Balears, Illes;6/6/2020;16,11
Balears, Illes;5/6/2020;17,62
Balears, Illes;4/6/2020;17,43
Balears, Illes;3/6/2020;17,71
Balears, Illes;2/6/2020;17,75
Balears, Illes;1/6/2020;16,87
Balears, Illes;31/5/2020;14,73
Balears, Illes;30/5/2020;16,65
Balears, Illes;29/5/2020;17,96
Balears, Illes;28/5/2020;17,84
Balears, Illes;27/5/2020;17,47
Balears, Illes;26/5/2020;16,82
Balears, Illes;25/5/2020;16,57
Balears, Illes;24/5/2020;11,68
Balears, Illes;23/5/2020;13,19
Balears, Illes;22/5/2020;15,23
Balears, Illes;21/5/2020;15,09
Balears, Illes;20/5/2020;14,91
Balears, Illes;19/5/2020;14,57
Balears, Illes;18/5/2020;13,76
Balears, Illes;17/5/2020;9,95
Balears, Illes;16/5/2020;11,30
Balears, Illes;15/5/2020;13,96
Balears, Illes;14/5/2020;13,96
Balears, Illes;13/5/2020;15,11
Balears, Illes;12/5/2020;15,42
Balears, Illes;11/5/2020;14,24
Balears, Illes;10/5/2020;5,35
Balears, Illes;9/5/2020;6,69
Balears, Illes;8/5/2020;12,07
Balears, Illes;7/5/2020;12,11
Balears, Illes;6/5/2020;12,31
Balears, Illes;5/5/2020;12,66
Balears, Illes;4/5/2020;11,55
Balears, Illes;3/5/2020;5,54
Balears, Illes;2/5/2020;6,37
Balears, Illes;1/5/2020;5,58
Balears, Illes;30/4/2020;10,14
Balears, Illes;29/4/2020;9,96
Balears, Illes;28/4/2020;9,78
Balears, Illes;27/4/2020;9,29
Balears, Illes;26/4/2020;4,21
Balears, Illes;25/4/2020;5,81
Balears, Illes;24/4/2020;9,45
Balears, Illes;23/4/2020;9,30
Balears, Illes;22/4/2020;9,40
Balears, Illes;21/4/2020;9,04
Balears, Illes;20/4/2020;8,88
Balears, Illes;19/4/2020;3,92
Balears, Illes;18/4/2020;5,79
Balears, Illes;17/4/2020;9,40
Balears, Illes;16/4/2020;9,74
Balears, Illes;15/4/2020;9,32
Balears, Illes;14/4/2020;8,86
Balears, Illes;13/4/2020;4,65
Balears, Illes;12/4/2020;4,31
Balears, Illes;11/4/2020;5,63
Balears, Illes;10/4/2020;4,64
Balears, Illes;9/4/2020;5,58
Balears, Illes;8/4/2020;7,32
Balears, Illes;7/4/2020;7,40
Balears, Illes;6/4/2020;7,15
Balears, Illes;5/4/2020;4,20
Balears, Illes;4/4/2020;5,19
Balears, Illes;3/4/2020;7,06
Balears, Illes;2/4/2020;6,59
Balears, Illes;1/4/2020;6,38
Balears, Illes;31/3/2020;6,79
Balears, Illes;30/3/2020;7,19
Balears, Illes;28/3/2020;5,72
Balears, Illes;26/3/2020;9,38
Balears, Illes;24/3/2020;9,61
Balears, Illes;22/3/2020;4,16
Balears, Illes;20/3/2020;10,27
Balears, Illes;18/3/2020;10,81
Balears, Illes;16/3/2020;12,29
Balears, Illes;18/11/2019;25,95
Palmas, Las;20/6/2020;17,24
Palmas, Las;19/6/2020;20,46
Palmas, Las;18/6/2020;20,37
Palmas, Las;17/6/2020;20,06
Palmas, Las;16/6/2020;19,97
Palmas, Las;15/6/2020;19,20
Palmas, Las;14/6/2020;14,78
Palmas, Las;13/6/2020;17,17
Palmas, Las;12/6/2020;19,67
Palmas, Las;11/6/2020;19,89
Palmas, Las;10/6/2020;19,94
Palmas, Las;9/6/2020;17,86
Palmas, Las;8/6/2020;17,98
Palmas, Las;7/6/2020;14,30
Palmas, Las;6/6/2020;16,61
Palmas, Las;5/6/2020;19,20
Palmas, Las;4/6/2020;18,79
Palmas, Las;3/6/2020;18,70
Palmas, Las;2/6/2020;18,63
Palmas, Las;1/6/2020;17,98
Palmas, Las;31/5/2020;12,58
Palmas, Las;30/5/2020;15,24
Palmas, Las;29/5/2020;18,68
Palmas, Las;28/5/2020;18,87
Palmas, Las;27/5/2020;18,69
Palmas, Las;26/5/2020;18,12
Palmas, Las;25/5/2020;17,74
Palmas, Las;24/5/2020;10,63
Palmas, Las;23/5/2020;12,79
Palmas, Las;22/5/2020;15,77
Palmas, Las;21/5/2020;15,71
Palmas, Las;20/5/2020;15,59
Palmas, Las;19/5/2020;14,92
Palmas, Las;18/5/2020;14,61
Palmas, Las;17/5/2020;9,40
Palmas, Las;16/5/2020;11,84
Palmas, Las;15/5/2020;14,73
Palmas, Las;14/5/2020;15,38
Palmas, Las;13/5/2020;16,03
Palmas, Las;12/5/2020;16,10
Palmas, Las;11/5/2020;15,00
Palmas, Las;10/5/2020;6,65
Palmas, Las;9/5/2020;8,08
Palmas, Las;8/5/2020;13,22
Palmas, Las;7/5/2020;13,08
Palmas, Las;6/5/2020;13,29
Palmas, Las;5/5/2020;13,38
Palmas, Las;4/5/2020;12,83
Palmas, Las;3/5/2020;6,85
Palmas, Las;2/5/2020;7,51
Palmas, Las;1/5/2020;6,87
Palmas, Las;30/4/2020;11,37
Palmas, Las;29/4/2020;11,09
Palmas, Las;28/4/2020;10,96
Palmas, Las;27/4/2020;10,53
Palmas, Las;26/4/2020;5,36
Palmas, Las;25/4/2020;7,08
Palmas, Las;24/4/2020;10,66
Palmas, Las;23/4/2020;10,50
Palmas, Las;22/4/2020;11,01
Palmas, Las;21/4/2020;10,84
Palmas, Las;20/4/2020;10,44
Palmas, Las;19/4/2020;5,40
Palmas, Las;18/4/2020;7,22
Palmas, Las;17/4/2020;10,59
Palmas, Las;16/4/2020;11,39
Palmas, Las;15/4/2020;10,67
Palmas, Las;14/4/2020;10,44
Palmas, Las;13/4/2020;10,44
Palmas, Las;12/4/2020;5,11
Palmas, Las;11/4/2020;6,51
Palmas, Las;10/4/2020;5,37
Palmas, Las;9/4/2020;6,71
Palmas, Las;8/4/2020;9,77
Palmas, Las;7/4/2020;9,67
Palmas, Las;6/4/2020;9,29
Palmas, Las;5/4/2020;5,18
Palmas, Las;4/4/2020;6,90
Palmas, Las;3/4/2020;9,74
Palmas, Las;2/4/2020;8,86
Palmas, Las;1/4/2020;8,83
Palmas, Las;31/3/2020;9,42
Palmas, Las;30/3/2020;9,62
Palmas, Las;28/3/2020;7,52
Palmas, Las;26/3/2020;11,19
Palmas, Las;24/3/2020;11,39
Palmas, Las;22/3/2020;5,76
Palmas, Las;20/3/2020;12,37
Palmas, Las;18/3/2020;12,90
Palmas, Las;16/3/2020;14,59
Palmas, Las;18/11/2019;28,53
Santa Cruz de Tenerife;20/6/2020;17,26
Santa Cruz de Tenerife;19/6/2020;20,05
Santa Cruz de Tenerife;18/6/2020;19,89
Santa Cruz de Tenerife;17/6/2020;19,53
Santa Cruz de Tenerife;16/6/2020;19,72
Santa Cruz de Tenerife;15/6/2020;18,82
Santa Cruz de Tenerife;14/6/2020;14,89
Santa Cruz de Tenerife;13/6/2020;17,47
Santa Cruz de Tenerife;12/6/2020;19,21
Santa Cruz de Tenerife;11/6/2020;19,56
Santa Cruz de Tenerife;10/6/2020;19,64
Santa Cruz de Tenerife;9/6/2020;17,47
Santa Cruz de Tenerife;8/6/2020;17,46
Santa Cruz de Tenerife;7/6/2020;13,69
Santa Cruz de Tenerife;6/6/2020;15,91
Santa Cruz de Tenerife;5/6/2020;18,99
Santa Cruz de Tenerife;4/6/2020;18,35
Santa Cruz de Tenerife;3/6/2020;18,39
Santa Cruz de Tenerife;2/6/2020;18,69
Santa Cruz de Tenerife;1/6/2020;17,59
Santa Cruz de Tenerife;31/5/2020;12,32
Santa Cruz de Tenerife;30/5/2020;15,14
Santa Cruz de Tenerife;29/5/2020;18,63
Santa Cruz de Tenerife;28/5/2020;18,77
Santa Cruz de Tenerife;27/5/2020;18,45
Santa Cruz de Tenerife;26/5/2020;17,90
Santa Cruz de Tenerife;25/5/2020;16,96
Santa Cruz de Tenerife;24/5/2020;10,71
Santa Cruz de Tenerife;23/5/2020;13,04
Santa Cruz de Tenerife;22/5/2020;15,85
Santa Cruz de Tenerife;21/5/2020;15,70
Santa Cruz de Tenerife;20/5/2020;15,60
Santa Cruz de Tenerife;19/5/2020;15,17
Santa Cruz de Tenerife;18/5/2020;14,52
Santa Cruz de Tenerife;17/5/2020;9,22
Santa Cruz de Tenerife;16/5/2020;11,90
Santa Cruz de Tenerife;15/5/2020;14,88
Santa Cruz de Tenerife;14/5/2020;15,23
Santa Cruz de Tenerife;13/5/2020;15,76
Santa Cruz de Tenerife;12/5/2020;15,92
Santa Cruz de Tenerife;11/5/2020;15,02
Santa Cruz de Tenerife;10/5/2020;6,60
Santa Cruz de Tenerife;9/5/2020;8,12
Santa Cruz de Tenerife;8/5/2020;13,13
Santa Cruz de Tenerife;7/5/2020;12,86
Santa Cruz de Tenerife;6/5/2020;13,22
Santa Cruz de Tenerife;5/5/2020;13,10
Santa Cruz de Tenerife;4/5/2020;12,52
Santa Cruz de Tenerife;3/5/2020;6,63
Santa Cruz de Tenerife;2/5/2020;7,53
Santa Cruz de Tenerife;1/5/2020;6,87
Santa Cruz de Tenerife;30/4/2020;11,31
Santa Cruz de Tenerife;29/4/2020;11,17
Santa Cruz de Tenerife;28/4/2020;10,98
Santa Cruz de Tenerife;27/4/2020;10,53
Santa Cruz de Tenerife;26/4/2020;5,29
Santa Cruz de Tenerife;25/4/2020;7,14
Santa Cruz de Tenerife;24/4/2020;10,62
Santa Cruz de Tenerife;23/4/2020;10,46
Santa Cruz de Tenerife;22/4/2020;11,32
Santa Cruz de Tenerife;21/4/2020;11,04
Santa Cruz de Tenerife;20/4/2020;10,79
Santa Cruz de Tenerife;19/4/2020;5,46
Santa Cruz de Tenerife;18/4/2020;7,30
Santa Cruz de Tenerife;17/4/2020;10,87
Santa Cruz de Tenerife;16/4/2020;11,82
Santa Cruz de Tenerife;15/4/2020;10,83
Santa Cruz de Tenerife;14/4/2020;10,67
Santa Cruz de Tenerife;13/4/2020;11,08
Santa Cruz de Tenerife;12/4/2020;5,22
Santa Cruz de Tenerife;11/4/2020;6,93
Santa Cruz de Tenerife;10/4/2020;5,42
Santa Cruz de Tenerife;9/4/2020;7,05
Santa Cruz de Tenerife;8/4/2020;9,98
Santa Cruz de Tenerife;7/4/2020;9,94
Santa Cruz de Tenerife;6/4/2020;9,45
Santa Cruz de Tenerife;5/4/2020;5,20
Santa Cruz de Tenerife;4/4/2020;6,94
Santa Cruz de Tenerife;3/4/2020;9,94
Santa Cruz de Tenerife;2/4/2020;8,98
Santa Cruz de Tenerife;1/4/2020;8,83
Santa Cruz de Tenerife;31/3/2020;9,40
Santa Cruz de Tenerife;30/3/2020;9,74
Santa Cruz de Tenerife;28/3/2020;7,66
Santa Cruz de Tenerife;26/3/2020;11,39
Santa Cruz de Tenerife;24/3/2020;11,44
Santa Cruz de Tenerife;22/3/2020;5,75
Santa Cruz de Tenerife;20/3/2020;12,08
Santa Cruz de Tenerife;18/3/2020;12,54
Santa Cruz de Tenerife;16/3/2020;13,74
Santa Cruz de Tenerife;18/11/2019;28,02
Cantabria;20/6/2020;19,98
Cantabria;19/6/2020;21,42
Cantabria;18/6/2020;20,63
Cantabria;17/6/2020;20,15
Cantabria;16/6/2020;19,84
Cantabria;15/6/2020;20,10
Cantabria;14/6/2020;15,61
Cantabria;13/6/2020;16,87
Cantabria;12/6/2020;18,70
Cantabria;11/6/2020;19,72
Cantabria;10/6/2020;20,41
Cantabria;9/6/2020;17,36
Cantabria;8/6/2020;17,82
Cantabria;7/6/2020;12,72
Cantabria;6/6/2020;15,95
Cantabria;5/6/2020;19,05
Cantabria;4/6/2020;18,84
Cantabria;3/6/2020;19,17
Cantabria;2/6/2020;19,64
Cantabria;1/6/2020;16,81
Cantabria;31/5/2020;14,09
Cantabria;30/5/2020;18,49
Cantabria;29/5/2020;20,23
Cantabria;28/5/2020;20,64
Cantabria;27/5/2020;19,84
Cantabria;26/5/2020;18,99
Cantabria;25/5/2020;18,31
Cantabria;24/5/2020;12,23
Cantabria;23/5/2020;12,72
Cantabria;22/5/2020;17,33
Cantabria;21/5/2020;17,39
Cantabria;20/5/2020;17,38
Cantabria;19/5/2020;17,04
Cantabria;18/5/2020;16,36
Cantabria;17/5/2020;11,26
Cantabria;16/5/2020;12,32
Cantabria;15/5/2020;15,20
Cantabria;14/5/2020;16,08
Cantabria;13/5/2020;16,45
Cantabria;12/5/2020;16,69
Cantabria;11/5/2020;15,10
Cantabria;10/5/2020;6,91
Cantabria;9/5/2020;8,18
Cantabria;8/5/2020;14,42
Cantabria;7/5/2020;14,14
Cantabria;6/5/2020;14,20
Cantabria;5/5/2020;14,20
Cantabria;4/5/2020;13,71
Cantabria;3/5/2020;7,68
Cantabria;2/5/2020;8,06
Cantabria;1/5/2020;7,40
Cantabria;30/4/2020;12,13
Cantabria;29/4/2020;11,96
Cantabria;28/4/2020;11,75
Cantabria;27/4/2020;11,23
Cantabria;26/4/2020;5,84
Cantabria;25/4/2020;7,68
Cantabria;24/4/2020;11,71
Cantabria;23/4/2020;12,01
Cantabria;22/4/2020;12,21
Cantabria;21/4/2020;11,90
Cantabria;20/4/2020;11,63
Cantabria;19/4/2020;5,94
Cantabria;18/4/2020;8,16
Cantabria;17/4/2020;11,90
Cantabria;16/4/2020;12,90
Cantabria;15/4/2020;11,60
Cantabria;14/4/2020;11,66
Cantabria;13/4/2020;6,84
Cantabria;12/4/2020;5,94
Cantabria;11/4/2020;7,30
Cantabria;10/4/2020;6,23
Cantabria;9/4/2020;7,12
Cantabria;8/4/2020;10,23
Cantabria;7/4/2020;10,03
Cantabria;6/4/2020;9,45
Cantabria;5/4/2020;5,86
Cantabria;4/4/2020;7,37
Cantabria;3/4/2020;10,09
Cantabria;2/4/2020;9,35
Cantabria;1/4/2020;9,09
Cantabria;31/3/2020;9,37
Cantabria;30/3/2020;9,80
Cantabria;28/3/2020;7,93
Cantabria;26/3/2020;11,84
Cantabria;24/3/2020;11,93
Cantabria;22/3/2020;6,08
Cantabria;20/3/2020;13,05
Cantabria;18/3/2020;13,59
Cantabria;16/3/2020;14,53
Cantabria;18/11/2019;31,50
Ávila;20/6/2020;12,44
Ávila;19/6/2020;14,66
Ávila;18/6/2020;14,61
Ávila;17/6/2020;14,46
Ávila;16/6/2020;14,21
Ávila;15/6/2020;14,39
Ávila;14/6/2020;9,81
Ávila;13/6/2020;11,22
Ávila;12/6/2020;13,33
Ávila;11/6/2020;13,95
Ávila;10/6/2020;14,29
Ávila;9/6/2020;12,84
Ávila;8/6/2020;13,57
Ávila;7/6/2020;8,69
Ávila;6/6/2020;11,12
Ávila;5/6/2020;13,44
Ávila;4/6/2020;13,07
Ávila;3/6/2020;13,74
Ávila;2/6/2020;13,58
Ávila;1/6/2020;13,19
Ávila;31/5/2020;8,74
Ávila;30/5/2020;11,22
Ávila;29/5/2020;13,07
Ávila;28/5/2020;13,39
Ávila;27/5/2020;13,11
Ávila;26/5/2020;13,39
Ávila;25/5/2020;12,88
Ávila;24/5/2020;6,49
Ávila;23/5/2020;8,08
Ávila;22/5/2020;10,99
Ávila;21/5/2020;11,23
Ávila;20/5/2020;11,31
Ávila;19/5/2020;11,46
Ávila;18/5/2020;11,27
Ávila;17/5/2020;5,83
Ávila;16/5/2020;6,99
Ávila;15/5/2020;9,76
Ávila;14/5/2020;10,42
Ávila;13/5/2020;10,82
Ávila;12/5/2020;10,80
Ávila;11/5/2020;10,38
Ávila;10/5/2020;5,82
Ávila;9/5/2020;6,15
Ávila;8/5/2020;10,25
Ávila;7/5/2020;10,58
Ávila;6/5/2020;10,39
Ávila;5/5/2020;10,66
Ávila;4/5/2020;10,11
Ávila;3/5/2020;5,96
Ávila;2/5/2020;6,07
Ávila;1/5/2020;5,82
Ávila;30/4/2020;8,69
Ávila;29/4/2020;8,70
Ávila;28/4/2020;8,56
Ávila;27/4/2020;8,24
Ávila;26/4/2020;4,57
Ávila;25/4/2020;5,89
Ávila;24/4/2020;8,11
Ávila;23/4/2020;6,33
Ávila;22/4/2020;8,82
Ávila;21/4/2020;8,41
Ávila;20/4/2020;8,36
Ávila;19/4/2020;4,57
Ávila;18/4/2020;6,03
Ávila;17/4/2020;8,06
Ávila;16/4/2020;8,56
Ávila;15/4/2020;8,06
Ávila;14/4/2020;8,18
Ávila;13/4/2020;7,73
Ávila;12/4/2020;4,71
Ávila;11/4/2020;5,36
Ávila;10/4/2020;4,94
Ávila;9/4/2020;5,54
Ávila;8/4/2020;7,62
Ávila;7/4/2020;7,45
Ávila;6/4/2020;6,92
Ávila;5/4/2020;4,51
Ávila;4/4/2020;5,59
Ávila;3/4/2020;7,59
Ávila;2/4/2020;7,03
Ávila;1/4/2020;6,89
Ávila;31/3/2020;7,07
Ávila;30/3/2020;7,17
Ávila;28/3/2020;5,64
Ávila;26/3/2020;8,28
Ávila;24/3/2020;8,26
Ávila;22/3/2020;4,53
Ávila;20/3/2020;8,69
Ávila;18/3/2020;9,17
Ávila;16/3/2020;9,44
Ávila;18/11/2019;26,62
Burgos;20/6/2020;14,35
Burgos;19/6/2020;16,45
Burgos;18/6/2020;16,88
Burgos;17/6/2020;15,94
Burgos;16/6/2020;16,34
Burgos;15/6/2020;15,56
Burgos;14/6/2020;11,16
Burgos;13/6/2020;12,93
Burgos;12/6/2020;14,93
Burgos;11/6/2020;16,16
Burgos;10/6/2020;16,35
Burgos;9/6/2020;14,23
Burgos;8/6/2020;14,23
Burgos;7/6/2020;8,04
Burgos;6/6/2020;13,34
Burgos;5/6/2020;15,51
Burgos;4/6/2020;14,78
Burgos;3/6/2020;15,02
Burgos;2/6/2020;15,36
Burgos;1/6/2020;14,39
Burgos;31/5/2020;9,50
Burgos;30/5/2020;13,59
Burgos;29/5/2020;15,31
Burgos;28/5/2020;15,44
Burgos;27/5/2020;15,37
Burgos;26/5/2020;15,08
Burgos;25/5/2020;14,63
Burgos;24/5/2020;6,03
Burgos;23/5/2020;8,42
Burgos;22/5/2020;12,66
Burgos;21/5/2020;12,85
Burgos;20/5/2020;12,79
Burgos;19/5/2020;12,71
Burgos;18/5/2020;11,82
Burgos;17/5/2020;5,39
Burgos;16/5/2020;7,17
Burgos;15/5/2020;11,33
Burgos;14/5/2020;12,03
Burgos;13/5/2020;12,04
Burgos;12/5/2020;12,41
Burgos;11/5/2020;11,47
Burgos;10/5/2020;5,29
Burgos;9/5/2020;5,98
Burgos;8/5/2020;11,79
Burgos;7/5/2020;12,05
Burgos;6/5/2020;12,22
Burgos;5/5/2020;12,31
Burgos;4/5/2020;11,49
Burgos;3/5/2020;5,65
Burgos;2/5/2020;5,89
Burgos;1/5/2020;5,46
Burgos;30/4/2020;10,05
Burgos;29/4/2020;10,07
Burgos;28/4/2020;9,76
Burgos;27/4/2020;9,09
Burgos;26/4/2020;3,97
Burgos;25/4/2020;5,64
Burgos;24/4/2020;8,39
Burgos;23/4/2020;6,25
Burgos;22/4/2020;9,69
Burgos;21/4/2020;9,83
Burgos;20/4/2020;9,23
Burgos;19/4/2020;4,00
Burgos;18/4/2020;5,74
Burgos;17/4/2020;9,48
Burgos;16/4/2020;9,85
Burgos;15/4/2020;9,49
Burgos;14/4/2020;9,25
Burgos;13/4/2020;8,28
Burgos;12/4/2020;4,11
Burgos;11/4/2020;5,14
Burgos;10/4/2020;4,33
Burgos;9/4/2020;5,37
Burgos;8/4/2020;8,13
Burgos;7/4/2020;8,12
Burgos;6/4/2020;7,36
Burgos;5/4/2020;4,15
Burgos;4/4/2020;5,52
Burgos;3/4/2020;7,90
Burgos;2/4/2020;7,26
Burgos;1/4/2020;7,12
Burgos;31/3/2020;7,50
Burgos;30/3/2020;7,77
Burgos;28/3/2020;5,74
Burgos;26/3/2020;9,76
Burgos;24/3/2020;9,89
Burgos;22/3/2020;4,15
Burgos;20/3/2020;10,21
Burgos;18/3/2020;10,73
Burgos;16/3/2020;11,30
Burgos;18/11/2019;24,88
León;20/6/2020;16,64
